Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
PUI,Invesco DWA Utilities Momentum ETF,Equity,"$158,453,515.00",8.67%,"62,605",$37.30,-0.82%,No,No,1.32%,3.89%,22.34%,51.62%,81.46%,"-$30,969,823.00",$0.00,"-$3,652,997.00","-$65,456,585.50","$79,584,729.50","$80,729,306.00",Utilities Equities,2005-10-26,0.60%,N/A,$0.69,2019-12-23,$0.23,1.84%,23.91,0.21,33,38.13%,35%,15%,1099,$35.75,$37.50,$37.19,$37.52,72.85,A-,B,B-,A,A+,B+,B+,6.97,56.94%,85.45%,2587.59,36.87%,7.62%
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Equity,"$157,223,377.00",4.16%,"21,960",$48.89,0.00%,No,No,0.38%,2.26%,17.85%,32.46%,32.25%,"$17,490,981.60","$971,445.80","$7,662,045.80","$46,468,592.50","$96,106,234.50","$112,574,234.67",Large Cap Blend Equities,2014-03-25,0.46%,Charles Schwab,$1.39,2019-12-24,$0.31,2.84%,20.88,0.60,124,42.66%,35%,15%,1099,$46.99,$49.04,$48.82,$48.99,67.68,N/A,N/A,B,N/A,N/A,N/A,N/A,5.44,36.42%,48.45%,427.71,6.16%,2.33%
PSCU,Invesco S&P SmallCap Utilities ETF,Equity,"$39,741,261.00",7.96%,"4,256",$56.84,0.02%,No,No,2.08%,4.87%,8.01%,27.52%,66.80%,"-$2,675,721.00",$0.00,$0.00,"-$23,476,409.00","-$10,214,028.00","-$16,390,379.00",Small Cap Blend Equities,2010-04-07,0.29%,N/A,$1.30,2019-12-23,$0.56,2.29%,-4.38,0.59,22,66.80%,35%,15%,1099,$52.44,$56.82,$56.69,$56.91,72.41,B,B-,A,A-,B+,A,C,3.17,5.56%,10.06%,306.01,4.37%,3.32%
JHMU,John Hancock Multi-Factor Utilities ETF,Equity,"$37,730,416.00",6.77%,"6,076",$36.31,-0.71%,No,No,1.18%,3.11%,23.85%,53.13%,N/A,"-$674,825.60",$0.00,$0.00,"-$1,959,573.30","$7,765,506.20","$18,183,078.20",Utilities Equities,2016-03-28,0.40%,N/A,$0.89,2019-12-24,$0.49,2.44%,21.90,0.20,44,43.47%,39%,20%,1099,$35.16,$36.44,$36.22,$36.49,69.26,N/A,N/A,B-,N/A,N/A,N/A,N/A,6.95,54.17%,85.20%,2602.34,52.63%,4.83%
UPW,ProShares Ultra Utilities,Equity,"$36,389,398.00",16.57%,"5,703",$80.97,-1.96%,No,2x,3.08%,7.46%,54.72%,110.85%,157.55%,"-$1,749,366.25",$0.00,$0.00,"$11,491,945.50","$13,029,578.75","-$16,101,872.94",Leveraged Equities,2007-01-30,0.95%,N/A,$0.58,2019-12-24,$0.36,0.71%,22.99,0.41,49,55.04%,35%,15%,1099,$74.81,$81.62,$80.53,$81.84,69.96,A-,C+,C,A-,A-,N/A,N/A,7.17,93.88%,87.93%,2659.38,50.57%,4.75%
GHII,Invesco S&P High Income Infrastructure ETF,Equity,"$36,076,725.00",0.79%,"7,780",$28.81,-0.10%,No,No,0.78%,-1.81%,16.66%,23.71%,45.13%,"-$28,821,693.00",$0.00,"-$28,821,693.00","-$26,180,116.00","$3,435,091.50","$27,524,162.00",Global Equities,2015-02-11,0.45%,N/A,$1.39,2020-02-12,$0.05,4.82%,22.49,0.69,47,38.89%,35%,15%,1099,$28.30,$29.24,$28.69,$28.93,56.50,N/A,N/A,B+,N/A,N/A,N/A,N/A,7.63,95.95%,93.30%,1243.18,6.44%,11.60%
UTES,Reaves Utilities ETF,Equity,"$35,360,832.00",7.24%,"6,897",$44.26,-0.92%,No,No,1.41%,3.79%,26.18%,55.67%,N/A,"-$2,152,804.50",$0.00,"-$2,152,804.50","$15,737,494.00","$14,047,071.00","$24,283,777.50",Utilities Equities,2015-09-23,0.49%,N/A,$0.76,2019-12-20,$0.23,1.70%,22.03,0.18,27,60.97%,39%,20%,1099,$42.36,$44.47,$44.10,$44.51,70.13,N/A,N/A,C,N/A,N/A,N/A,N/A,6.78,44.44%,82.46%,1730.26,45.59%,9.95%
INFR,Legg Mason Global Infrastructure ETF,Equity,"$23,553,557.00",7.68%,"7,111",$33.91,0.86%,No,No,1.60%,4.13%,21.23%,42.43%,N/A,$0.00,$0.00,$0.00,"-$11,669,640.00","$14,279,193.00","$16,817,294.00",Large Cap Value Equities,2016-12-29,0.40%,N/A,$0.99,2019-12-26,$0.19,2.95%,18.89,0.40,97,41.03%,20%,39%,1099,$32.34,$33.89,$33.86,$34.03,67.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.81,96.53%,94.69%,1268.0,40.48%,8.72%
EMIF,iShares Emerging Markets Infrastructure ETF,Equity,"$22,345,695.00",-5.97%,"3,478",$29.61,-0.27%,No,No,-1.91%,-6.84%,0.74%,5.93%,1.08%,$0.00,$0.00,$0.00,"-$10,247,943.00","-$22,507,004.50","-$56,934,004.50",Emerging Markets Equities,2009-06-16,0.75%,N/A,$0.65,2019-12-16,$0.24,2.19%,12.35,0.67,31,59.40%,35%,15%,1099,$28.90,$31.72,N/A,N/A,42.02,C+,B+,C+,B-,B,B+,B,3.21,14.45%,10.43%,625.59,7.10%,2.43%
UTSL,Direxion Daily Utilities Bull 3X Shares,Equity,"$17,288,429.00",27.13%,"26,332",$57.74,-3.32%,No,3x,4.85%,11.81%,96.94%,N/A,N/A,"$2,766,812.00",$0.00,"$2,766,812.00","$7,284,473.00","$8,689,639.00","$8,689,639.00",Leveraged Equities,2017-05-03,1.07%,N/A,$2.27,2019-12-23,$0.24,3.82%,22.88,0.62,29,63.16%,39%,20%,1099,$51.17,$58.55,$57.15,$58.92,68.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.31,0.00%,89.69%,2783.37,49.11%,4.25%
IFRA,iShares U.S. Infrastructure ETF,Equity,"$7,235,212.00",1.08%,"1,856",$28.97,0.35%,No,No,0.50%,1.05%,11.17%,N/A,N/A,$0.00,$0.00,$0.00,"$1,280,169.50","$3,779,125.50","$3,779,125.50",All Cap Equities,2018-04-03,0.40%,N/A,$0.48,2019-12-16,$0.15,1.67%,17.41,1.06,147,8.89%,39%,20%,1099,$28.07,$29.10,$28.96,$29.00,57.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.94,34.38%,37.85%,1069.22,16.26%,5.02%
SDP,ProShares Ultra Short Utilities,Equity,"$4,844,768.00",-14.60%,"7,876",$12.49,1.46%,Yes,2x,-3.11%,-7.12%,-37.95%,-60.05%,-74.36%,"$299,590.50",$0.00,"$652,523.50","$2,569,288.00","-$325,723.00","$6,130,527.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.13,2019-12-24,$0.01,1.02%,0.00,-0.33,48,56.00%,35%,15%,1099,$12.38,$13.54,$12.38,$12.54,27.72,B,C+,B-,B,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GLIF,AGFiQ Global Infrastructure ETF,Equity,"$2,812,135.00",5.75%,0,$28.14,0.04%,No,No,0.09%,3.23%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Large Cap Blend Equities,2019-05-23,0.45%,N/A,$0.49,2019-12-27,$0.29,1.74%,20.90,1.02,72,48.95%,39%,20%,1099,$26.79,$28.30,$28.14,$28.14,71.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.53,39.88%,50.45%,741.93,11.22%,3.62%
ECLN,First Trust EIP Carbon Impact ETF,Equity,"$2,259,796.00",7.42%,"1,110",$22.60,-0.48%,No,No,1.63%,3.19%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Utilities Equities,2019-08-19,0.95%,N/A,$0.15,2019-12-13,$0.15,0.66%,23.30,0.99,30,57.98%,39%,20%,1099,$21.78,$22.61,$22.57,$22.67,73.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.8,95.10%,94.61%,2002.42,21.76%,10.41%
CHIU,Global X MSCI China Utilities ETF,Equity,"$1,465,206.00",-4.36%,961,$14.72,-0.47%,No,No,-1.55%,-5.88%,-4.17%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,China Equities,2018-12-07,0.65%,N/A,$0.38,2019-12-30,$0.26,2.62%,10.68,-1.86,29,68.53%,39%,20%,1099,$14.29,$15.52,$14.69,$14.78,43.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1,1.39%,3.39%,3581.66,11.67%,12.01%
