Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
MLPI,UBS E-TRACS Alerian MLP Infrastructure ETN,Equity,"$482,293,280.00",-6.31%,"1,115,503",$17.83,-0.39%,No,No,-1.44%,-6.01%,-15.90%,-28.23%,-38.14%,"-$245,322,330.00",$0.00,"-$78,528,560.00","-$612,793,505.00","-$1,293,292,891.26","-$579,328,026.29",MLPs,2010-03-31,0.85%,N/A,$1.56,2020-01-10,$0.40,8.77%,0.00,1.07,20,76.99%,35%,15%,1099,$17.45,$18.88,$17.73,$17.97,40.57,A,A,B+,A-,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TPYP,Tortoise North American Pipeline Fund,Equity,"$455,769,905.00",-0.19%,"206,277",$23.45,0.39%,No,No,0.70%,0.19%,4.02%,8.93%,N/A,"-$35,976,070.00",$0.00,"-$33,658,185.00","$117,668,000.00","$368,939,685.00","$409,761,100.00",Energy Equities,2015-06-30,0.40%,N/A,$1.04,2019-12-30,$0.22,4.46%,16.31,0.87,62,58.75%,39%,20%,1099,$22.85,$23.56,$23.40,$23.53,55.27,A-,B,A+,N/A,N/A,B,B,4.65,44.76%,32.80%,655.48,7.88%,0.24%
FENY,Fidelity MSCI Energy Index ETF,Equity,"$410,318,857.00",-9.68%,"324,832",$14.46,1.33%,No,No,-0.34%,-5.06%,-15.20%,-18.96%,-26.55%,"$29,802,850.00","$4,316,938.00","$23,382,106.00","$14,752,453.00","$70,992,713.00","$362,644,716.50",Energy Equities,2013-10-21,0.08%,Fidelity,$1.03,2019-12-20,$0.59,7.23%,12.78,1.23,112,69.32%,35%,15%,1099,$13.83,$15.13,$14.33,$14.55,42.70,A+,B+,A+,N/A,A,B+,N/A,5.5,54.71%,49.68%,444.29,0.00%,0.23%
PBW,Invesco WilderHill Clean Energy ETF,Equity,"$354,816,999.00",29.27%,"90,721",$44.25,6.45%,No,No,6.86%,17.91%,66.50%,133.58%,77.23%,"$61,622,858.50","$6,179,515.00","$23,273,912.50","$121,531,700.50","$31,575,224.15","$19,079,753.65",Small Cap Growth Equities,2005-03-03,0.70%,N/A,$0.34,2019-12-23,$0.02,0.81%,-103.60,1.23,40,35.79%,35%,15%,1099,$34.52,$42.76,$43.11,$44.84,79.59,B-,A+,C+,B+,B-,B-,A-,5.43,50.59%,48.20%,224.51,0.00%,38.38%
ATMP,Barclays ETN+ Select MLP ETN,Equity,"$292,215,439.00",-5.96%,"283,818",$16.74,0.36%,No,No,0.18%,-4.04%,-14.73%,-22.46%,-30.23%,"$13,823,717.22","-$2,497,200.00","$4,571,123.41","-$24,697,300.00","-$23,245,232.16","$121,745,361.64",MLPs,2013-03-12,0.95%,N/A,$0.93,2019-08-27,$0.33,5.55%,0.00,0.96,22,60.09%,35%,15%,1099,$16.19,$17.41,$16.68,$16.80,44.30,N/A,B+,C+,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GREK,Global X FTSE Greece 20 ETF,Equity,"$291,910,513.00",-8.69%,"322,119",$9.25,0.98%,No,No,-1.39%,-8.05%,24.48%,28.21%,-20.22%,"-$4,134,897.50",$0.00,"-$4,644,683.00","-$12,225,477.00","$2,883,786.00","$212,010,259.50",Emerging Markets Equities,2011-12-07,0.59%,2 Platforms,$0.23,2019-12-30,$0.19,2.48%,14.26,1.27,27,68.63%,35%,15%,1099,$9.00,$10.08,N/A,N/A,39.20,C,A,C,C,C,B-,C+,5.59,90.57%,52.02%,573.09,5.11%,5.01%
ERX,Direxion Daily Energy Bull 3X Shares,Equity,"$287,216,518.00",-25.60%,"1,938,616",$13.02,3.83%,No,3x,-1.21%,-14.57%,-42.33%,-60.62%,-78.61%,"$57,733,934.00",$0.00,"$74,320,795.50","$13,335,051.50","-$51,570,552.00","$171,756,444.65",Leveraged Equities,2008-11-06,1.09%,N/A,$0.27,2019-12-23,$0.07,2.18%,15.77,3.60,29,73.39%,35%,15%,1099,$11.29,$14.91,$12.67,$13.27,41.95,C+,A,C,C,C,N/A,N/A,5.6,50.00%,52.25%,437.84,0.00%,0.10%
AMZA,InfraCap MLP ETF,Equity,"$268,873,364.00",-9.06%,"860,773",$3.99,-0.50%,No,No,-2.21%,-7.64%,-22.31%,-37.83%,-55.83%,"-$3,367,285.00","$402,507.00","$308,559.00","-$44,404,139.50","$494,343,645.50","$742,147,731.41",MLPs,2014-10-01,2.40%,N/A,$0.94,2020-01-21,$0.06,23.50%,10.18,1.61,27,105.31%,35%,15%,1099,$3.88,$4.30,$3.96,$4.04,40.77,N/A,N/A,C,N/A,N/A,N/A,N/A,1.8,4.90%,2.18%,424.57,0.00%,0.00%
PZD,Invesco Cleantech™ ETF,Equity,"$265,235,292.00",4.57%,"20,106",$52.22,1.38%,No,No,-0.02%,2.25%,24.06%,54.25%,81.05%,"$25,473,528.00","$2,590,571.50","$20,430,658.00","$56,814,052.50","$118,062,282.00","$115,249,910.50",Alternative Energy Equities,2006-10-24,0.68%,N/A,$0.25,2019-12-23,$0.06,0.49%,23.20,1.22,51,31.15%,35%,15%,1099,$49.66,$52.56,$51.84,$52.52,61.29,B,B,B,B,A+,C,A,6.95,86.46%,85.15%,52.15,0.00%,27.96%
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,Equity,"$245,048,878.00",23.83%,"72,861",$30.82,4.44%,No,No,6.10%,13.97%,52.25%,88.60%,78.02%,"$58,342,826.00","$10,172,597.50","$50,360,355.50","$82,676,542.50","$110,843,053.50","$87,256,884.00",Alternative Energy Equities,2007-02-14,0.60%,N/A,$0.21,2019-12-13,$0.03,0.72%,24.20,1.24,43,55.16%,35%,15%,1099,$25.50,$30.21,$30.42,$31.05,75.73,A,A,A,A+,B,B,B+,5.34,43.53%,46.19%,151.39,0.00%,45.52%
GUSH,Direxion Daily S&P Oil & Gas Exploration & Production Bull 3x Shares,Equity,"$199,925,485.00",-50.04%,"2,295,162",$18.26,8.56%,No,3x,0.94%,-28.11%,-83.72%,-95.53%,N/A,"$84,132,381.00","$17,938,590.50","$86,629,295.00","$225,044,920.75","$652,020,686.45","$694,986,571.03",Leveraged Equities,2015-05-28,1.17%,N/A,$0.24,2019-12-23,$0.07,1.44%,4.76,4.78,58,31.06%,35%,15%,1099,$14.99,$24.26,$17.44,$18.81,37.69,N/A,A-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEO,iShares U.S. Oil & Gas Exploration & Production ETF,Equity,"$197,923,297.00",-11.98%,"118,652",$48.88,2.35%,No,No,0.43%,-7.27%,-16.28%,-18.85%,-31.00%,"-$16,219,623.00",$0.00,"-$2,363,613.50","-$75,213,071.00","-$75,705,686.00","-$119,790,806.00",Energy Equities,2006-05-05,0.42%,N/A,$1.03,2019-12-16,$0.31,2.15%,9.40,1.45,54,69.69%,35%,15%,1099,$46.19,$52.06,$48.27,$49.26,42.83,B+,B+,B+,A-,B+,C,A-,4.88,31.76%,36.85%,494.16,0.00%,0.20%
MLPB,ETRACS Alerian MLP Infrastructure Index ETN,Equity,"$196,230,365.00",-6.61%,"15,403",$17.81,-0.61%,No,No,-1.71%,-5.97%,-16.04%,-28.94%,N/A,"$178,730,488.90","$17,082,845.12","$47,545,438.81","$202,363,448.90","$177,734,793.90","$177,734,793.90",MLPs,2015-10-08,0.85%,N/A,$1.56,2020-01-10,$0.40,8.78%,0.00,1.14,20,76.99%,39%,20%,1099,$17.40,$19.06,$17.75,$17.89,40.48,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACES,ALPS Clean Energy ETF,Equity,"$186,490,458.00",28.91%,"31,366",$43.52,5.76%,No,No,7.62%,18.83%,68.03%,N/A,N/A,"$26,531,300.00","$8,068,262.00","$21,153,647.00","$102,245,161.00","$123,371,105.50","$123,371,105.50",Alternative Energy Equities,2018-06-29,0.65%,N/A,$0.61,2019-12-19,$0.14,1.39%,31.80,1.12,32,52.26%,39%,20%,1099,$34.67,$42.24,$42.85,$43.86,84.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.08,92.35%,86.76%,372.19,0.00%,65.61%
AMU,ETRACS Alerian MLP Index ETN,Equity,"$183,866,540.00",-6.14%,"231,355",$12.85,-0.54%,No,No,-1.53%,-5.72%,-15.24%,-27.99%,-38.73%,"-$15,999,570.00",$0.00,$0.00,"-$30,017,559.00","-$61,768,922.41","$30,740,446.70",MLPs,2012-07-18,0.80%,N/A,$1.15,2019-11-27,$0.29,8.92%,0.00,1.05,36,59.53%,35%,15%,1099,$12.59,$13.62,$12.81,$12.92,40.75,A-,B,A,N/A,B-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XES,SPDR S&P Oil & Gas Equipment & Services ETF,Equity,"$146,556,995.00",-17.18%,"1,220,194",$6.70,1.82%,No,No,-0.45%,-8.22%,-42.42%,-67.98%,-74.41%,"-$9,178,661.50","$666,326.00","$1,802,699.00","$611,035.00","$66,252,946.00","$299,071,266.00",Energy Equities,2006-06-19,0.35%,N/A,$0.12,2019-12-23,$0.05,1.76%,19.35,2.01,32,48.97%,35%,15%,1099,$6.33,$7.13,$6.62,$6.75,42.83,B+,A-,A-,A,C+,B,B,3.22,5.88%,10.51%,162.93,0.00%,0.25%
SMOG,VanEck Vectors Low Carbon Energy ETF,Equity,"$122,062,658.00",16.50%,"5,963",$88.33,3.35%,No,No,3.72%,10.86%,38.49%,65.61%,60.43%,$0.00,$0.00,$0.00,"-$3,305,475.50","-$3,305,475.50","-$3,305,475.50",All Cap Equities,2007-05-03,0.63%,N/A,$0.00,2018-12-20,$0.34,0.00%,24.39,1.11,31,65.11%,39%,20%,1099,$76.08,$88.20,$87.62,$88.82,74.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.17,19.41%,22.14%,203.63,0.00%,50.29%
FAN,First Trust ISE Global Wind Energy Index Fund,Equity,"$112,431,043.00",6.99%,"54,639",$15.67,0.77%,No,No,2.12%,4.75%,23.80%,35.67%,69.03%,"$13,414,641.00","$1,539,965.00","$7,545,196.50","$17,875,520.50","$15,370,468.50","$47,199,157.66",Alternative Energy Equities,2008-06-16,0.62%,N/A,$0.35,2019-12-13,$0.10,2.28%,19.00,0.88,43,55.03%,35%,15%,1099,$14.71,$15.63,$15.63,$15.70,71.52,A+,B+,A,A-,A-,A-,A-,8.56,100.00%,98.70%,838.26,20.94%,47.73%
RYE,Invesco S&P 500® Equal Weight Energy ETF,Equity,"$111,010,744.00",-9.11%,"29,358",$43.51,1.92%,No,No,-0.25%,-4.88%,-13.09%,-23.69%,-31.68%,"-$11,083,472.50",$0.00,"-$6,289,578.50","-$69,133,056.50","-$94,563,971.00","$52,931,897.02",Energy Equities,2006-11-07,0.40%,Charles Schwab,$1.03,2019-12-23,$0.22,2.41%,17.79,1.42,29,39.91%,35%,15%,1099,$41.30,$45.35,$43.11,$43.80,45.49,A-,B,B+,A-,A-,B+,B,4.57,27.65%,31.48%,473.19,0.00%,0.16%
MLPQ,ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN,Equity,"$84,376,530.00",-12.96%,"152,858",$17.30,-1.93%,No,2x,-2.48%,-11.69%,-32.71%,-56.41%,N/A,"$12,121,320.00","$3,566,680.00","$3,455,320.00","$43,677,584.00","$97,864,349.00","$97,864,349.00",Leveraged Equities,2016-02-09,0.85%,N/A,$4.00,2020-01-10,$0.94,23.12%,0.00,1.78,20,76.99%,39%,20%,1099,$16.53,$19.58,$17.03,$17.77,39.81,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPC,Miller/Howard Fundamental MLP ETN,Equity,"$83,474,300.00",-3.64%,"34,550",$11.92,0.51%,No,No,-0.83%,-3.99%,-11.52%,-24.10%,-38.72%,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,580,000.00",MLPs,2013-09-26,0.95%,N/A,$0.79,2019-09-30,$0.25,6.66%,0.00,1.16,18,40.00%,35%,15%,1099,$11.79,$12.37,$11.83,$11.97,42.62,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FCG,First Trust ISE-Revere Natural Gas Index Fund,Equity,"$79,871,388.00",-21.72%,"505,392",$9.44,2.50%,No,No,-0.11%,-11.11%,-43.45%,-61.09%,-82.18%,"$5,121,426.00","$1,415,742.00","$3,266,317.00","$29,934,717.50","-$42,791,121.00","$76,168,417.73",Energy Equities,2007-05-11,0.60%,N/A,$0.35,2019-12-13,$0.12,3.77%,6.31,1.57,34,46.86%,35%,15%,1099,$8.92,$10.48,$9.31,$9.53,38.16,C+,A,B-,C+,C,A-,C,3.0,3.53%,8.39%,680.05,0.00%,0.10%
FXN,First Trust Energy AlphaDEX Fund,Equity,"$74,790,752.00",-15.32%,"108,982",$8.95,2.52%,No,No,-0.10%,-8.00%,-31.58%,-41.25%,-57.53%,"-$6,319,559.00",$0.00,"-$3,553,594.00","-$72,649,891.00","-$1,204,687,197.00","$61,903,692.64",Energy Equities,2007-05-08,0.65%,N/A,$0.16,2019-12-13,$0.04,1.79%,9.61,1.54,36,45.77%,35%,15%,1099,$8.46,$9.61,$8.84,$9.01,41.66,B-,A-,C,B+,B-,B-,B+,3.49,9.41%,13.37%,500.21,0.00%,0.27%
PBD,Invesco Global Clean Energy ETF,Equity,"$71,315,422.00",18.51%,"23,366",$16.95,3.86%,No,No,4.31%,10.68%,43.26%,62.45%,52.77%,"$4,621,883.00",$0.00,"$1,561,909.00","$2,791,326.50","-$5,837,803.00","-$10,862,413.50",Alternative Energy Equities,2007-06-13,0.75%,N/A,$0.26,2019-12-23,$0.12,1.62%,248.00,1.10,92,17.12%,35%,15%,1099,$14.44,$16.65,$16.75,$17.05,78.97,B+,A-,C,A-,B+,B+,A+,6.16,77.06%,68.90%,274.19,0.00%,40.81%
IEZ,iShares U.S. Oil Equipment & Services ETF,Equity,"$67,175,667.00",-15.25%,"90,873",$17.23,1.47%,No,No,-1.43%,-7.37%,-32.10%,-58.43%,-62.47%,"-$15,035,097.00","-$862,241.00","-$7,026,715.00","-$58,882,605.00","-$16,476,332.50","-$45,800,152.50",Energy Equities,2006-05-05,0.42%,N/A,$0.46,2019-12-16,$0.12,2.72%,18.87,1.76,32,72.99%,35%,15%,1099,$16.34,$18.25,$17.07,$17.31,42.78,B+,B+,B,A-,B,B,B+,4.35,21.76%,25.15%,121.03,0.00%,0.16%
DIG,ProShares Ultra Oil & Gas,Equity,"$63,177,394.00",-18.30%,"107,794",$20.90,2.70%,No,2x,-0.95%,-10.26%,-31.05%,-43.40%,-59.40%,"$3,680,484.50",$0.00,"$4,941,976.50","-$12,611,434.00","-$54,499,227.00","-$39,054,242.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.70,2019-12-24,$0.18,3.37%,15.20,2.43,50,72.96%,35%,15%,1099,$19.10,$22.96,$20.54,$21.15,42.03,B,A-,C,C,B,N/A,N/A,5.68,53.06%,54.48%,481.95,0.00%,0.50%
ENFR,Alerian Energy Infrastructure ETF,Equity,"$61,286,587.00",-1.65%,"23,648",$20.16,0.80%,No,No,0.85%,-1.37%,-1.11%,-6.15%,-10.96%,"$5,174,934.00","-$1,001,562.50","$4,131,027.50","$7,823,367.00","$38,973,473.50","$50,971,447.66",Energy Equities,2013-10-31,0.65%,Charles Schwab,$1.24,2020-02-13,$0.29,6.20%,13.99,1.02,36,66.26%,35%,15%,1099,$19.56,$20.45,$20.02,$20.29,51.51,N/A,N/A,A,N/A,N/A,N/A,N/A,4.37,40.56%,25.59%,605.89,8.72%,0.18%
ZMLP,Direxion Zacks MLP High Income Shares,Equity,"$52,677,986.00",-7.10%,"50,374",$11.13,-0.18%,No,No,-1.50%,-6.55%,-11.09%,-21.79%,-45.67%,"$1,780,753.50","$563,085.50","$1,163,135.50","$12,742,532.50","$7,241,095.50","$59,304,040.50",Energy Equities,2014-01-23,0.65%,Charles Schwab,$1.60,2019-12-23,$0.40,14.36%,9.74,1.19,26,42.46%,35%,15%,1099,$10.88,$11.84,$11.09,$11.19,38.95,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMUB,ETRACS Alerian MLP Index ETN,Equity,"$50,788,194.00",-6.12%,"6,377",$12.88,-0.23%,No,No,-1.44%,-5.71%,-15.25%,-26.59%,N/A,"$22,479,060.58","$1,946,028.23","$9,786,294.60","$47,384,450.58","$29,615,000.58","$29,615,000.58",MLPs,2015-10-08,0.80%,N/A,$1.15,2019-11-27,$0.29,8.90%,0.00,0.93,36,59.53%,39%,20%,1099,$12.58,$13.62,$12.86,$12.89,41.30,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YGRN,MicroSectors U.S. Big Oil Index Inverse ETN,Equity,"$50,279,319.00",7.25%,0,$50.24,-2.18%,Yes,No,-0.59%,4.16%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$24,721,700.00","$24,721,700.00","$24,721,700.00",Inverse Equities,2019-04-09,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.34,10,110.10%,39%,20%,1099,$48.32,$53.61,$50.24,$50.24,51.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NRGZ,MicroSectors U.S. Big Oil Index -2X Inverse Leveraged ETN,Equity,"$48,499,884.00",14.20%,500,$48.42,-4.35%,Yes,2x,-1.25%,7.91%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$24,439,500.00","$24,439,500.00","$24,439,500.00",Leveraged Equities,2019-04-09,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-4.70,10,110.10%,39%,20%,1099,$45.10,$54.90,$48.42,$48.42,51.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
