Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
UYG,ProShares Ultra Financials,Equity,"$875,803,957.00",6.90%,"64,271",$57.35,0.54%,No,2x,0.54%,3.26%,42.20%,74.89%,143.96%,"-$24,519,100.50",$0.00,"-$19,057,471.50","-$183,565,810.00","-$414,814,990.00","-$647,728,490.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.48,2019-12-24,$0.17,0.83%,0.00,2.05,282,40.82%,35%,15%,1099,$52.47,$58.31,$57.21,$57.58,62.16,A-,B+,B-,B-,A-,N/A,N/A,4.44,26.53%,27.01%,49.08,5.96%,1.95%
EUFN,iShares MSCI Europe Financials ETF,Equity,"$831,547,932.00",-0.36%,"817,477",$19.42,0.21%,No,No,-1.17%,1.94%,12.02%,13.51%,3.99%,"-$11,453,253.00","-$13,696,620.00","-$58,947,864.50","$150,989,422.00","$416,888,387.50","$725,428,473.00",Financials Equities,2010-01-20,0.48%,N/A,$0.89,2019-12-16,$0.18,4.58%,11.61,0.98,82,41.35%,35%,15%,1099,$18.36,$19.82,N/A,N/A,55.79,B+,A-,B-,A-,C+,B,A-,7.96,95.59%,95.88%,6.59,0.00%,0.67%
KBWB,Invesco KBW Bank ETF,Equity,"$539,284,032.00",-3.59%,"200,658",$56.14,0.95%,No,No,-0.62%,-0.74%,11.84%,20.49%,67.30%,"-$38,000,475.00","-$59,308,126.50","-$28,588,545.50","-$179,211,153.00","-$443,553,374.00","$130,586,339.50",Financials Equities,2011-11-01,0.35%,N/A,$1.39,2019-12-23,$0.45,2.50%,10.96,1.37,25,60.31%,35%,15%,1099,$54.08,$57.31,N/A,N/A,49.76,C+,A-,B+,A-,B-,C,C,4.32,34.80%,24.68%,9.17,0.00%,0.93%
IXG,iShares Global Financials ETF,Equity,"$523,329,692.00",0.23%,"124,055",$68.91,0.42%,No,No,-0.46%,0.50%,13.33%,22.04%,38.38%,"$14,023,418.00",$0.00,"$7,130,004.00","$130,908,403.50","$107,194,214.50","$233,173,736.00",Financials Equities,2001-11-12,0.46%,N/A,$1.97,2019-12-16,$0.82,2.87%,13.77,1.07,189,29.54%,35%,15%,1099,$66.32,$69.82,$68.77,$69.04,55.14,A-,B+,B-,B,B,B+,A,5.72,71.81%,55.92%,22.12,6.95%,0.89%
IAT,iShares U.S. Regional Banks ETF,Equity,"$362,421,290.00",-3.94%,"80,342",$48.96,0.76%,No,No,-0.47%,-1.03%,6.34%,9.61%,57.20%,"-$31,736,073.00",$0.00,"-$21,666,429.00","-$231,391,448.50","-$347,477,327.00","-$276,553,768.00",Financials Equities,2006-05-05,0.42%,N/A,$1.27,2019-12-16,$0.41,2.61%,13.24,1.28,59,61.52%,35%,15%,1099,$47.48,$49.97,N/A,N/A,48.67,A-,A,B,B-,A,B-,B,4.86,50.22%,36.33%,10.69,0.00%,1.34%
KBWD,Invesco KBW High Dividend Yield Financial ETF,Equity,"$316,415,291.00",4.62%,"56,858",$22.78,0.44%,No,No,0.93%,1.79%,11.27%,20.51%,35.63%,"$1,108,786.50","-$1,128,320.50","$1,108,786.50","$4,981,667.00","$62,914,475.50","$81,746,232.00",Financials Equities,2010-12-02,1.58%,N/A,$1.91,2020-01-21,$0.16,8.42%,9.99,0.91,41,36.84%,35%,15%,1099,$21.92,$22.82,$22.71,$22.83,70.04,B,B+,C,C,A,A,B-,2.45,6.17%,5.05%,8.51,0.00%,0.07%
RYF,Invesco S&P 500® Equal Weight Financials ETF,Equity,"$283,083,239.00",2.55%,"26,382",$48.06,0.69%,No,No,0.28%,1.58%,17.68%,30.98%,68.52%,"$5,970.00",$0.00,"$2,345,321.50","-$47,708,819.00","-$151,911,830.00","$100,136,817.50",Financials Equities,2006-11-07,0.40%,Charles Schwab,$0.87,2019-12-23,$0.20,1.82%,12.17,1.13,67,17.17%,35%,15%,1099,$45.78,$48.60,$47.93,$48.14,59.17,A-,B+,B+,B+,A-,B,B+,5.55,68.72%,50.88%,10.57,1.47%,0.38%
BIZD,VanEck Vectors BDC Income ETF,Equity,"$259,819,892.00",1.67%,"115,742",$17.03,-0.47%,No,No,-0.06%,-0.23%,14.73%,17.02%,44.65%,"$1,733,512.50","-$1,708,458.00","$7,624,168.50","$47,078,159.50","$118,771,083.00","$214,001,750.00",Financials Equities,2013-02-11,9.62%,N/A,$1.53,2019-12-30,$0.37,8.95%,9.10,0.79,26,67.37%,35%,15%,1099,$16.80,$17.17,$17.00,$17.10,57.60,B-,B-,C,N/A,A-,A,C+,N/A,N/A,N/A,N/A,N/A,N/A
IAI,iShares US Broker-Dealers ETF,Equity,"$258,645,348.00",4.85%,"17,766",$71.82,0.34%,No,No,0.20%,0.03%,18.58%,40.95%,85.10%,"-$3,461,204.50",$0.00,$0.00,"-$12,188,084.50","-$17,336,576.50","-$43,493,815.50",Financials Equities,2006-05-05,0.42%,N/A,$1.04,2019-12-16,$0.24,1.45%,15.03,1.06,26,76.23%,35%,15%,1099,$70.17,$72.46,$71.63,$72.11,58.40,B+,B+,B,A+,B,B-,C+,4.66,44.93%,32.90%,5.7,0.00%,0.00%
VPC,Virtus Private Credit Strategy ETF,Equity,"$239,904,095.00",3.18%,"23,389",$25.81,-0.08%,No,No,0.42%,0.33%,11.21%,N/A,N/A,"$6,343,545.50",$0.00,"$1,277,862.50","$232,960,586.00","$232,960,586.00","$232,960,586.00",Small Cap Blend Equities,2019-02-07,7.64%,N/A,$2.05,2019-12-20,$0.67,7.93%,13.30,1.16,63,24.78%,39%,20%,1099,$25.33,$25.90,$25.69,$26.00,68.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSP,Invesco Global Listed Private Equity ETF,Equity,"$222,081,951.00",2.62%,"78,263",$13.13,0.46%,No,No,-0.04%,-0.11%,22.70%,38.01%,56.05%,"$7,786,656.00","$3,924,640.00","$7,786,656.00","-$34,300,855.50","-$79,002,010.50","-$273,367,903.50",Global Equities,2006-10-24,1.78%,N/A,$0.75,2019-12-23,$0.36,5.74%,40.04,1.06,72,44.54%,35%,15%,1099,$12.77,$13.24,$13.11,$13.14,61.48,A-,A,C,B,B,A+,B+,4.09,23.35%,20.84%,26.24,6.00%,0.84%
DFNL,Davis Select Financial ETF,Equity,"$166,216,154.00",0.60%,"17,850",$25.63,1.06%,No,No,-0.04%,0.86%,15.78%,26.18%,N/A,"$8,929,161.50",$0.00,"$3,831,571.50","$3,682,655.50","$131,527,134.87","$148,671,026.87",Financials Equities,2017-01-11,0.64%,N/A,$0.28,2019-12-27,$0.28,1.11%,13.50,1.05,27,57.09%,39%,20%,1099,$24.56,$25.95,$25.54,$25.67,55.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.15,10.57%,9.84%,27.86,7.90%,0.76%
FAZ,Direxion Daily Financial Bear 3X Shares,Equity,"$146,144,603.00",-12.59%,"478,466",$24.23,-1.10%,Yes,3x,-1.98%,-6.52%,-48.40%,-73.43%,-90.03%,"$5,218,051.50","-$1,237,150.50","-$7,847,910.00","$91,137,552.78","$125,449,482.28","$393,644,376.96",Leveraged Equities,2008-11-06,1.07%,N/A,$0.34,2019-12-23,$0.07,1.39%,0.00,-2.88,249,39.87%,35%,15%,1099,$23.65,$28.00,$24.05,$24.39,35.72,B,A-,B,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BDCL,UBS E-TRACS 2x Leveraged Wells Fargo Business Development Company ETN,Equity,"$137,750,955.00",4.09%,"64,337",$15.12,-0.20%,No,2x,1.27%,0.13%,26.25%,11.70%,53.42%,"-$54,662,650.00",$0.00,"-$11,090,390.00","-$81,099,918.50","-$54,372,878.00","-$18,039,275.50",Leveraged Equities,2011-05-25,0.85%,N/A,$2.22,2020-01-10,$0.59,14.71%,0.00,1.47,20,66.85%,35%,15%,1099,$14.63,$15.26,N/A,N/A,59.16,A,A-,A,B-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QABA,First Trust NASDAQ ABA Community Bank Index,Equity,"$128,986,364.00",-4.27%,"11,324",$49.62,0.30%,No,No,-0.81%,-1.86%,0.18%,-2.07%,51.73%,"-$7,664,273.00",$0.00,$0.00,"-$98,883,073.00","-$298,519,232.50","$33,201,720.20",Financials Equities,2009-06-29,0.60%,N/A,$1.01,2019-12-13,$0.26,2.05%,13.70,1.11,166,22.18%,35%,15%,1099,$48.77,$50.77,N/A,N/A,45.73,B-,B,C+,B-,A-,C+,A-,3.32,13.66%,11.46%,8.23,0.00%,0.89%
PSCF,Invesco S&P SmallCap Financials ETF,Equity,"$127,611,742.00",0.39%,"11,531",$56.76,-0.02%,No,No,0.02%,0.49%,6.10%,16.24%,56.52%,$0.00,$0.00,$0.00,"-$29,655,639.50","-$135,155,835.50","-$52,951,544.50",Financials Equities,2010-04-07,0.29%,N/A,$1.92,2019-12-23,$1.07,3.39%,16.23,0.99,143,15.11%,35%,15%,1099,$54.77,$57.46,$56.46,$56.98,55.83,A-,B-,B+,C+,A,A-,A-,1.94,3.08%,2.72%,26.06,0.00%,1.66%
FTXO,First Trust Nasdaq Bank ETF,Equity,"$124,334,926.00",-4.07%,"47,063",$27.03,0.93%,No,No,-0.77%,-1.06%,4.92%,5.86%,N/A,"-$13,239,756.50",$0.00,"-$10,472,197.00","-$60,093,636.00","$60,579,643.00","$79,949,258.50",Financials Equities,2016-09-21,0.60%,N/A,$0.71,2019-12-13,$0.23,2.67%,11.34,1.49,31,59.19%,39%,20%,1099,$26.19,$27.62,$26.92,$27.12,48.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.37,36.56%,25.61%,9.58,0.00%,1.15%
LBDC,ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN,Equity,"$111,618,398.00",4.03%,"23,677",$15.14,-0.46%,No,2x,0.20%,0.15%,26.01%,11.86%,N/A,"$78,775,133.72","$11,574,435.81","$24,711,826.58","$103,020,873.72","$92,081,692.72","$83,797,012.72",Leveraged Equities,2015-10-08,0.85%,N/A,$2.22,2020-01-10,$0.59,14.69%,0.00,1.60,20,66.85%,39%,20%,1099,$14.68,$15.32,$15.11,$15.21,61.71,N/A,C+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KBWP,Invesco KBW Property & Casualty Insurance ETF,Equity,"$104,265,028.00",4.48%,"12,847",$74.57,-0.09%,No,No,-0.79%,2.36%,21.17%,37.19%,89.63%,$0.00,$0.00,$0.00,"$28,313,319.00","-$6,478,833.50","$59,407,777.00",Financials Equities,2010-12-02,0.35%,N/A,$1.42,2019-12-23,$0.40,1.90%,15.56,0.60,25,61.07%,35%,15%,1099,$70.67,$76.62,$74.24,$75.05,59.56,B+,B,A-,B-,A+,B+,C,3.08,9.69%,9.13%,2.22,0.00%,0.00%
IAK,iShares U.S. Insurance ETF,Equity,"$101,081,817.00",5.01%,"5,210",$74.90,0.00%,No,No,-0.57%,3.10%,18.41%,29.74%,66.77%,$0.00,$0.00,$0.00,"-$20,494,307.50","-$80,839,440.50","-$77,768,369.00",Financials Equities,2006-05-05,0.43%,N/A,$1.31,2019-12-16,$0.31,1.75%,15.66,0.92,63,57.13%,35%,15%,1099,$70.34,$76.69,N/A,N/A,61.65,A-,B+,B,A,A-,C+,B,4.3,33.92%,24.42%,3.2,0.00%,0.00%
BDCS,UBS E-TRACS Wells Fargo Business Development Company ETN,Equity,"$72,572,650.00",1.88%,"28,981",$20.38,-0.20%,No,No,-0.24%,0.15%,13.38%,9.69%,31.57%,"-$16,394,791.00",$0.00,$0.00,"-$12,431,896.00","-$1,787,697.50","$18,545,990.00",Financials Equities,2011-04-27,0.85%,N/A,$1.69,2020-01-10,$0.43,8.31%,0.00,0.74,20,66.85%,35%,15%,1099,$20.06,$20.54,$20.29,$20.48,57.03,B+,B+,C,C+,A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KBWR,Invesco KBW Regional Banking ETF,Equity,"$59,539,364.00",-4.02%,"3,853",$51.79,0.50%,No,No,-1.02%,-2.24%,-1.22%,-3.24%,45.35%,"-$7,810,511.00",$0.00,"-$5,124,134.50","-$35,437,761.50","-$149,183,333.50","$16,236,569.00",Financials Equities,2011-11-01,0.35%,N/A,$1.32,2019-12-23,$0.42,2.55%,11.78,1.26,51,29.55%,35%,15%,1099,$50.85,$53.15,N/A,N/A,46.80,B-,B,A-,C+,B+,C+,B,4.16,27.31%,21.93%,8.55,0.00%,1.25%
CHIX,Global X MSCI China Financials ETF,Equity,"$54,486,785.00",-5.32%,"48,619",$15.47,1.11%,No,No,-0.13%,-3.13%,-4.15%,19.97%,17.97%,"-$3,911,731.50","-$3,078,438.00","-$3,078,438.00","$35,673,123.00","$35,212,054.00","-$16,049,076.00",China Equities,2009-12-10,0.65%,2 Platforms,$0.63,2019-12-30,$0.45,4.09%,6.67,1.30,96,56.14%,35%,15%,1099,$14.37,$15.87,$15.42,$15.51,49.83,C,A-,C+,C,C,A-,B-,4.41,40.09%,26.32%,3.07,0.00%,4.33%
PFI,Invesco DWA Financial Momentum ETF,Equity,"$53,045,375.00",9.90%,"13,268",$42.50,0.66%,No,No,1.70%,5.28%,31.56%,36.89%,43.91%,"-$16,478,755.00","-$10,466,622.50","-$12,535,921.50","$13,573,014.50","-$65,233,947.00","-$4,930,336.50",All Cap Equities,2006-10-12,0.60%,N/A,$0.36,2019-12-23,$0.11,0.84%,25.54,0.85,47,35.42%,35%,15%,1099,$39.59,$42.66,$42.35,$42.64,74.17,C,C+,C+,B,A-,C+,B-,4.59,43.61%,31.89%,45.55,0.00%,1.32%
BDCZ,ETRACS Wells Fargo Business Development Company Index ETN,Equity,"$48,043,073.00",2.22%,"10,323",$20.43,-0.15%,No,No,0.29%,0.15%,13.42%,11.24%,N/A,"$17,239,087.20","$454,179.59","$1,615,240.13","$39,034,597.20","$17,542,467.20","$17,542,467.20",Financials Equities,2015-10-08,0.85%,N/A,$1.69,2020-01-10,$0.43,8.28%,0.00,0.81,20,66.85%,39%,20%,1099,$19.98,$20.63,$20.41,$20.45,62.21,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHMF,John Hancock Multi-Factor Financials ETF,Equity,"$40,796,164.00",3.47%,"14,810",$42.57,0.78%,No,No,0.59%,1.54%,21.74%,37.87%,N/A,"$3,370,924.40",$0.00,"$3,370,924.40","-$22,148,283.50","-$11,257,939.40","$12,984,960.10",Financials Equities,2015-09-28,0.40%,N/A,$0.86,2019-12-24,$0.52,2.04%,14.90,1.15,155,31.10%,39%,20%,1099,$40.63,$42.95,$42.46,$42.66,60.73,N/A,N/A,B-,N/A,N/A,N/A,N/A,4.22,31.72%,23.08%,16.89,3.91%,0.27%
KCE,SPDR S&P Capital Markets ETF,Equity,"$40,275,890.00",8.79%,"5,479",$64.48,1.27%,No,No,1.42%,4.84%,21.78%,43.81%,44.32%,"-$1,491,608.75",$0.00,"$1,537,928.75","-$4,202,293.25","-$69,158,095.25","-$140,972,701.75",Financials Equities,2005-11-15,0.35%,N/A,$1.37,2019-12-23,$0.41,2.16%,14.28,1.29,59,21.70%,35%,15%,1099,$59.53,$64.74,$64.42,$64.52,69.48,B+,B,A-,A-,C+,A-,B-,4.31,34.36%,24.58%,4.68,0.00%,0.00%
BNKU,MicroSectors U.S. Big Banks Index 3x Leveraged ETN,Equity,"$37,312,441.00",-5.62%,868,$74.74,3.76%,No,3x,-1.55%,-3.99%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,5.47,9,90.20%,39%,20%,1099,$66.98,$79.28,$74.69,$74.76,50.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKO,MicroSectors U.S. Big Banks Index 2x Leveraged ETN,Equity,"$33,918,702.00",-3.34%,910,$67.90,2.49%,No,2x,-1.01%,-2.38%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.64,9,90.20%,39%,20%,1099,$63.13,$70.59,$67.90,$67.90,51.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RWW,Invesco S&P Financials Revenue ETF,Equity,"$32,050,539.00",1.50%,"5,579",$71.00,-0.08%,No,No,0.47%,-0.09%,21.05%,29.74%,63.26%,"-$3,732,639.50",$0.00,"-$3,732,639.50","-$10,403,657.50","-$5,036,852.50","-$10,402,621.50",Financials Equities,2008-11-12,0.45%,N/A,$5.22,2020-02-12,$3.94,7.33%,11.77,1.16,67,58.50%,35%,15%,1099,$67.96,$72.14,N/A,N/A,56.32,B-,B-,B-,A,B,C,B+,4.16,27.75%,21.94%,43.91,14.70%,0.20%
BDCY,ETRACS 2xMonthly Leveraged Wells Fargo Diversified BDC Index ETN Series B,Equity,"$26,993,900.00",5.24%,0,$26.95,-0.33%,No,2x,0.71%,0.90%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-10-24,1.65%,N/A,$1.19,2020-01-10,$1.19,4.41%,0.00,1.37,N/A,N/A,39%,20%,1099,$25.94,$27.22,$26.95,$26.95,64.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DPST,Direxion Daily Regional Banks Bull 3X Shares,Equity,"$24,954,660.00",-13.08%,"17,800",$45.42,2.41%,No,3x,-2.37%,-6.12%,-15.53%,-37.43%,N/A,"$2,207,112.00","$4,721,123.00","$4,721,123.00","-$2,611,517.50","$14,297,897.50","$28,858,809.50",Leveraged Equities,2015-08-19,1.00%,N/A,$0.67,2019-12-23,$0.15,1.52%,12.03,4.12,123,28.83%,35%,15%,1099,$42.06,$48.88,N/A,N/A,47.03,N/A,C,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LMLP,ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN,Equity,"$24,333,820.00",-2.99%,"8,777",$17.22,-0.23%,No,2x,-2.17%,-5.12%,34.06%,63.51%,13.86%,"-$1,764,560.00",$0.00,$0.00,"-$7,079,808.50","-$7,499,365.50","$6,297,288.50",Leveraged Equities,2014-06-25,0.85%,N/A,$1.03,2020-02-11,$0.05,5.97%,0.00,2.41,13,77.63%,35%,15%,1099,$16.81,$18.14,$17.09,$17.48,46.09,A-,B+,A,C,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SKF,ProShares Ultra Short Financials,Equity,"$23,206,750.00",-7.14%,"27,005",$12.74,-0.47%,Yes,2x,-0.70%,-3.67%,-33.04%,-53.54%,-74.22%,"-$338,752.50",$0.00,$0.00,"$8,322,330.00","$4,687,434.25","$18,617,182.63",Leveraged Equities,2007-01-30,0.95%,N/A,$0.18,2019-12-24,$0.04,1.39%,0.00,-1.98,283,40.36%,35%,15%,1099,$12.50,$13.96,$12.69,$12.78,37.11,B+,B+,B-,A-,A-,N/A,N/A,6.58,69.81%,79.05%,0.0,0.00%,0.00%
FINU,ProShares UltraPro Financials,Equity,"$23,096,494.00",2.21%,"4,477",$115.53,2.46%,No,3x,-0.31%,1.50%,51.71%,61.27%,178.39%,"-$2,720,951.25",$0.00,"-$2,720,951.25","-$18,312,780.25","-$8,988,907.50","$16,662,849.74",Leveraged Equities,2012-07-10,0.95%,N/A,$1.08,2019-12-24,$0.27,0.93%,14.25,3.49,67,54.70%,35%,15%,1099,$103.17,$119.66,$114.60,$116.28,55.63,B,C+,B,C+,B+,N/A,N/A,4.22,15.31%,23.11%,39.52,8.51%,0.16%
PEX,ProShares Global Listed Private Equity ETF,Equity,"$20,984,028.00",1.31%,815,$35.01,-0.06%,No,No,0.19%,-0.22%,14.47%,20.89%,40.52%,"$344,567.20",$0.00,$0.00,"$56,395.00","$8,492,881.75","$8,855,381.75",Financials Equities,2013-02-26,3.13%,N/A,$2.74,2019-12-24,$1.49,7.83%,6.15,0.82,31,63.06%,35%,15%,1099,$34.42,$35.24,$35.01,$35.02,58.38,C,C,C+,N/A,N/A,C,C+,N/A,N/A,N/A,N/A,N/A,N/A
