Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IYT,iShares Transportation Average ETF,Equity,"$461,962,295.00",0.53%,"203,789",$196.59,0.76%,No,No,-0.47%,-0.43%,4.19%,18.99%,27.81%,"-$135,776,995.00","-$58,878,245.00","-$116,741,055.50","-$212,581,009.00","-$889,512,624.50","-$1,376,344,553.50",Transportation Equities,2003-10-10,0.42%,N/A,$2.52,2019-12-16,$0.60,1.29%,19.86,1.22,21,71.98%,35%,15%,1099,$190.96,$199.71,$195.48,$197.37,52.01,A,A+,A,A,A,A,A-,5.45,43.75%,48.51%,410.71,0.00%,0.05%
FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,Equity,"$315,584,919.00",0.58%,"60,692",$45.39,0.04%,No,No,-1.35%,-0.74%,13.59%,33.62%,50.73%,"-$52,133,622.00","-$4,556,530.00","-$13,593,665.50","-$59,942,305.50","-$1,733,204,085.00","-$648,431,409.46",Industrials Equities,2007-05-08,0.63%,N/A,$0.33,2019-12-13,$0.11,0.73%,16.98,1.30,92,19.57%,35%,15%,1099,$44.37,$46.25,$45.34,$45.50,51.25,B+,A,C+,A-,B,B+,A-,6.12,67.71%,67.59%,123.92,16.61%,1.78%
EXI,iShares S&P Global Industrials ETF,Equity,"$256,025,848.00",1.28%,"19,598",$98.53,0.32%,No,No,-1.47%,-0.42%,13.42%,30.95%,47.73%,"-$19,755,870.00",$0.00,"-$9,931,181.00","$13,182,888.00","$2,709,692.00","-$50,154,685.50",Industrials Equities,2006-09-21,0.46%,N/A,$1.67,2019-12-16,$0.57,1.70%,18.21,1.06,198,23.70%,35%,15%,1099,$96.72,$100.52,N/A,N/A,51.23,B-,A-,B,B,B+,C+,A,6.7,83.33%,81.20%,144.29,26.30%,4.90%
RGI,Invesco S&P 500® Equal Weight Industrials ETF,Equity,"$237,501,611.00",3.05%,"14,218",$139.74,0.01%,No,No,-1.17%,1.06%,17.62%,37.35%,63.75%,"-$13,382,407.00",$0.00,"-$20,231,864.00","$26,534,087.50","-$27,174,254.50","$41,591,148.50",Industrials Equities,2006-11-07,0.40%,Charles Schwab,$1.81,2019-12-23,$0.44,1.29%,16.65,1.20,71,15.98%,35%,15%,1099,$135.06,$141.96,$139.55,$140.05,56.33,A-,B,A-,B+,A+,B,B+,6.79,84.38%,82.72%,183.26,17.36%,3.31%
PIO,Invesco Global Water ETF,Equity,"$212,085,070.00",4.87%,"12,700",$32.39,0.75%,No,No,0.36%,1.81%,26.39%,54.66%,50.78%,$0.00,$0.00,$0.00,"-$5,961,041.00","-$44,325,334.00","-$115,204,201.00",Large Cap Growth Equities,2007-06-13,0.75%,N/A,$0.37,2019-12-23,$0.06,1.15%,20.85,0.93,43,54.89%,35%,15%,1099,$31.28,$32.47,$32.30,$32.46,65.07,B+,B+,B+,B+,A-,A,A,7.62,95.88%,93.17%,155.8,0.00%,19.55%
PAVE,Global X US Infrastructure Development ETF,Equity,"$190,442,116.00",0.06%,"28,384",$17.82,0.73%,No,No,-0.46%,0.80%,13.94%,N/A,N/A,"$3,529,635.50","$892,643.00","$2,643,357.00","$43,528,021.00","$177,583,160.50","$177,583,160.50",Industrials Equities,2017-03-06,0.47%,N/A,$0.12,2019-12-30,$0.05,0.67%,19.44,1.43,94,31.18%,39%,20%,1099,$17.16,$18.07,N/A,N/A,54.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.48,44.79%,49.30%,323.05,4.99%,4.75%
XTN,SPDR S&P Transportation ETF,Equity,"$122,665,010.00",3.06%,"10,392",$66.29,0.65%,No,No,-0.72%,0.51%,5.68%,22.22%,29.26%,"-$9,782,979.40","-$1,335,317.80","-$4,618,299.40","-$45,913,849.10","-$155,413,633.10","-$515,516,024.60",Transportation Equities,2011-01-26,0.35%,N/A,$0.75,2019-12-23,$0.15,1.14%,13.63,1.39,44,30.06%,35%,15%,1099,$63.40,$67.27,$66.04,$66.43,55.40,A,A-,A+,A+,A-,A-,A+,5.22,38.54%,43.57%,399.85,0.00%,0.20%
PRN,Invesco DWA Industrials Momentum ETF,Equity,"$92,747,750.00",8.79%,"8,281",$74.25,0.99%,No,No,1.67%,3.70%,25.35%,43.81%,57.43%,"-$35,318,783.50","-$10,974,319.50","-$18,173,488.00","-$25,331,113.00","-$87,717,219.00","-$55,822,103.50",Industrials Equities,2006-10-12,0.60%,N/A,$0.28,2019-12-23,$0.05,0.38%,30.07,1.15,39,37.06%,35%,15%,1099,$69.85,$74.13,$73.99,$74.41,71.56,B,A-,B-,A,B-,A-,B,6.04,64.58%,65.50%,75.66,9.94%,3.80%
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,Equity,"$68,046,364.00",18.10%,"52,027",$67.98,-0.45%,No,3x,-4.83%,8.59%,35.32%,N/A,N/A,"-$3,156,018.50",$0.00,"-$3,173,830.50","-$20,263,128.00","$30,102,174.50","$30,102,174.50",Leveraged Equities,2017-05-03,0.98%,N/A,$0.29,2019-12-23,$0.02,0.42%,26.44,3.27,34,75.09%,39%,20%,1099,$60.25,$72.87,N/A,N/A,55.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AIRR,First Trust RBA American Industrial Renaissance ETF,Equity,"$62,663,528.00",0.31%,"10,758",$29.09,-0.21%,No,No,-1.04%,0.15%,14.75%,21.04%,62.07%,"-$5,784,924.50",$0.00,"-$2,882,865.50","-$54,263,180.50","-$145,068,733.50","-$62,423,319.77",Building & Construction ,2014-03-10,0.70%,N/A,$0.06,2019-12-13,$0.05,0.20%,19.38,1.38,57,30.99%,35%,15%,1099,$28.06,$29.62,N/A,N/A,52.39,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.72,32.29%,34.02%,167.79,3.39%,8.56%
PSCI,Invesco S&P SmallCap Industrials ETF,Equity,"$57,283,320.00",-0.24%,"3,521",$71.60,-0.04%,No,No,-0.91%,-1.72%,8.58%,28.94%,59.32%,$0.00,$0.00,$0.00,"-$19,733,167.00","-$40,376,121.00","-$55,475,777.50",Industrials Equities,2010-04-07,0.29%,N/A,$0.46,2019-12-23,$0.14,0.64%,17.82,1.33,95,23.68%,35%,15%,1099,$69.84,$73.38,$71.42,$71.84,49.83,A-,B+,A,A-,B-,A-,B+,5.31,41.67%,45.56%,165.25,12.28%,4.69%
JETS,U.S. Global Jets ETF,Equity,"$43,276,800.00",-2.10%,"24,098",$30.84,-0.84%,No,No,-3.38%,-1.19%,-0.93%,8.09%,N/A,"-$7,776,930.00","-$3,188,280.00","-$6,187,630.00","-$38,632,445.00","-$25,201,040.00","$26,972,520.00",Industrials Equities,2015-04-28,0.60%,N/A,$0.39,2019-12-23,$0.39,1.25%,9.55,1.24,34,71.08%,35%,15%,1099,$29.91,$32.03,$30.72,$31.07,47.60,C,B+,C+,N/A,N/A,C,C,1.99,14.58%,2.97%,854.2,3.62%,0.00%
EVX,VanEck Vectors Environmental Services ETF,Equity,"$39,120,641.00",5.32%,"1,398",$112.18,0.06%,No,No,0.94%,3.24%,16.83%,49.34%,83.49%,$0.00,$0.00,$0.00,"$9,757,142.50","$10,435,908.50","$10,385,549.00",Industrials Equities,2006-10-16,0.55%,N/A,$0.47,2019-12-23,$0.47,0.42%,31.33,0.94,26,63.32%,35%,15%,1099,$105.65,$112.69,$111.82,$112.91,68.96,C+,C+,B,B-,A,B+,C,4.36,26.04%,25.46%,767.87,0.00%,13.39%
RFEU,First Trust RiverFront Dynamic Europe ETF,Equity,"$34,457,179.00",-0.37%,"2,864",$62.49,0.32%,No,No,-0.42%,-0.51%,11.04%,23.63%,N/A,"-$3,077,752.00",$0.00,"-$3,077,752.00","-$43,891,786.00","$8,057,535.00","$8,270,248.50",Europe Equities,2016-04-13,0.83%,N/A,$1.93,2019-12-13,$0.29,3.12%,15.89,0.85,132,20.70%,39%,20%,1099,$60.74,$63.20,$62.42,$62.53,54.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.7,41.21%,93.79%,168.51,12.34%,4.37%
SEA,Invesco Shipping ETF,Equity,"$33,382,320.00",-17.53%,"73,875",$8.32,0.24%,No,No,2.12%,-13.81%,-2.74%,-24.07%,-42.06%,"-$8,090,751.00",$0.00,"-$6,119,063.00","-$11,769,766.00","-$35,234,524.00","$13,099,749.00",Industrials Equities,2010-06-11,0.65%,N/A,$0.45,2020-02-12,$0.07,5.39%,46.01,1.24,20,79.46%,35%,15%,1099,$7.76,$9.49,N/A,N/A,33.62,A+,A,A-,A-,A+,A+,A,5.0,36.46%,38.98%,1376.65,0.00%,0.02%
JHMI,John Hancock Multi-Factor Industrials ETF,Equity,"$29,807,984.00",2.96%,"1,456",$40.84,0.22%,No,No,-0.64%,1.04%,16.72%,41.58%,N/A,"$809,430.80",$0.00,"$809,430.80","$1,850,880.10","$3,104,566.50","$15,288,322.00",Industrials Equities,2016-03-28,0.40%,N/A,$0.51,2019-12-24,$0.31,1.25%,19.60,1.26,145,19.91%,39%,20%,1099,$39.44,$41.37,$40.82,$40.90,57.05,N/A,N/A,B,N/A,N/A,N/A,N/A,6.0,61.46%,64.22%,147.38,19.30%,2.80%
UXI,ProShares Ultra Industrials,Equity,"$23,275,968.00",7.00%,"1,574",$93.08,0.74%,No,2x,-0.48%,2.24%,30.20%,76.30%,133.38%,$0.00,$0.00,$0.00,"-$1,593,374.25","-$11,612,115.00","-$27,974,060.94",Leveraged Equities,2007-01-30,0.95%,N/A,$0.51,2019-12-24,$0.11,0.54%,24.43,2.36,206,31.94%,35%,15%,1099,$87.05,$95.17,$92.97,$93.29,57.57,B+,C+,C,B,A,N/A,N/A,5.87,72.45%,60.03%,116.9,18.13%,1.48%
FITE,SPDR S&P Future Security ETF,Equity,"$21,654,109.00",6.85%,"7,523",$41.66,0.14%,No,No,-0.35%,-0.64%,19.02%,N/A,N/A,"$843,069.20","$1,253,116.20","$2,072,087.60","$222,858.10","$222,858.10","$222,858.10",Small Cap Growth Equities,2017-12-26,0.45%,N/A,$0.17,2019-12-23,$0.06,0.41%,22.22,1.02,65,21.19%,39%,20%,1099,$40.54,$42.35,$41.60,$41.79,58.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.41,46.74%,47.69%,24.38,43.42%,1.28%
TBLU,Tortoise Water Fund,Equity,"$18,619,900.00",6.58%,"6,856",$37.30,0.05%,No,No,0.43%,3.05%,32.12%,54.41%,N/A,"$1,724,145.00",$0.00,$0.00,"$11,357,065.00","$12,851,510.00","$12,851,510.00",Water Equities ,2017-02-15,0.40%,N/A,$0.55,2019-12-30,$0.12,1.49%,21.07,0.81,39,60.18%,39%,20%,1099,$35.32,$37.55,$37.21,$37.49,71.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.72,97.06%,93.99%,238.09,0.00%,26.35%
BDRY,Breakwave Dry Bulk Shipping ETF,Commodity,"$8,480,800.00",-41.10%,"28,050",$9.10,-1.83%,No,No,-3.19%,-17.51%,-17.20%,N/A,N/A,"$6,934,367.50","$3,041,780.00","$7,703,052.00","$5,796,852.00","$5,655,721.50","$5,655,721.50",Commodities,2018-03-22,3.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.77,N/A,N/A,39%,20%,1099,$8.44,$11.10,$9.02,$9.26,31.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAIL,SPDR S&P Smart Mobility ETF,Equity,"$6,969,205.00",10.21%,"1,818",$33.20,2.60%,No,No,2.08%,5.29%,19.50%,N/A,N/A,"-$951,229.60","-$320,508.00","-$951,229.60","-$1,245,011.30","-$1,245,011.30","-$1,245,011.30",Global Equities,2017-12-26,0.45%,N/A,$0.35,2019-12-23,$0.18,1.10%,13.82,1.68,63,32.59%,39%,20%,1099,$29.87,$33.11,$33.11,$33.24,65.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.99,24.86%,38.77%,125.28,4.03%,17.03%
ROKT,SPDR S&P Kensho Final Frontiers ETF,Equity,"$6,966,307.00",7.36%,"4,195",$38.82,0.21%,No,No,-0.52%,-0.06%,25.73%,N/A,N/A,"$1,528,690.40",$0.00,"$1,155,219.60","$2,953,641.80","$2,953,641.80","$2,953,641.80",Industrials Equities,2018-10-22,0.45%,N/A,$0.27,2019-12-23,$0.05,0.69%,21.73,1.02,27,50.79%,39%,20%,1099,$37.33,$39.54,$38.48,$39.48,60.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.54,57.06%,50.73%,48.19,58.97%,1.22%
DUSL,Direxion Daily Industrials Bull 3X Shares,Equity,"$3,992,066.00",8.64%,"5,074",$39.97,0.08%,No,3x,-3.80%,3.00%,28.89%,N/A,N/A,"-$1,799,308.00",$0.00,"-$1,799,308.00","-$2,853,549.50","$718,908.50","$718,908.50",Leveraged Equities,2017-05-03,1.07%,N/A,$0.37,2019-12-23,$0.07,0.93%,0.00,3.73,71,43.41%,39%,20%,1099,$36.43,$41.90,$39.79,$40.32,54.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.03,0.00%,65.16%,166.69,26.06%,1.41%
TPOR,Direxion Daily Transportation Bull 3X Shares,Equity,"$2,765,107.00",0.09%,"19,889",$27.63,2.41%,No,3x,-1.62%,-2.21%,-2.49%,N/A,N/A,"-$1,434,832.00",$0.00,"-$1,434,832.00","-$3,986,045.50","-$1,155,895.50","-$1,155,895.50",Leveraged Equities,2017-05-03,0.98%,N/A,$0.26,2019-12-23,$0.05,0.98%,18.35,3.81,21,71.16%,39%,20%,1099,$25.26,$29.01,$27.45,$27.73,50.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHII,Global X MSCI China Industrials ETF,Equity,"$2,049,562.00",-0.26%,711,$13.50,0.45%,No,No,0.30%,-1.46%,-4.29%,6.27%,11.71%,$0.00,$0.00,$0.00,$0.00,"-$2,063,489.00","-$1,757,489.00",China Equities,2009-11-30,0.66%,2 Platforms,$0.28,2019-12-30,$0.16,2.04%,9.12,1.05,123,38.63%,35%,15%,1099,$12.02,$13.93,$13.50,$13.50,54.76,C,B-,B-,C,C+,A,B-,1.51,11.46%,1.27%,310.54,2.93%,9.74%
SIJ,ProShares Ultra Short Industrials,Equity,"$1,636,069.00",-7.12%,"3,798",$10.17,-0.59%,Yes,2x,0.89%,-2.74%,-28.58%,-56.53%,-74.45%,"$255,995.00",$0.00,"$255,995.00","-$307,555.00","$615,042.75","$1,875,541.97",Leveraged Equities,2007-01-30,0.95%,N/A,$0.16,2019-12-24,$0.03,1.61%,0.00,-2.22,205,31.86%,35%,15%,1099,$9.88,$10.98,$10.11,$10.20,41.48,B,C+,A-,A-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTXR,First Trust Nasdaq Transportation ETF,Equity,"$1,263,278.00",3.14%,"1,025",$25.27,0.56%,No,No,0.31%,2.19%,4.58%,10.59%,N/A,$0.00,$0.00,$0.00,"-$1,219,478.00","-$1,385,234.00","-$1,376,333.50",Industrials Equities,2016-09-21,0.60%,N/A,$0.33,2019-12-13,$0.09,1.30%,13.06,1.22,30,60.60%,39%,20%,1099,$24.06,$25.45,$25.27,$25.27,57.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.74,21.88%,16.33%,340.54,0.00%,2.31%
