Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IHF,iShares U.S. Healthcare Providers ETF,Equity,"$909,187,270.00",5.35%,"69,556",$211.53,0.78%,No,No,0.67%,2.22%,15.00%,67.89%,79.81%,"-$10,107,785.00",$0.00,"-$20,186,985.00","-$180,142,946.00","-$25,975,311.00","-$191,757,814.00",Health & Biotech Equities,2006-05-05,0.43%,N/A,$1.16,2019-12-16,$0.41,0.56%,22.47,0.86,48,75.33%,35%,15%,1099,$192.02,$213.69,$210.47,$212.11,63.26,B+,B+,B+,A-,B,B,B,4.99,51.32%,38.88%,12.42,0.00%,0.05%
RYH,Invesco S&P 500® Equal Weight Health Care ETF,Equity,"$807,200,835.00",4.16%,"15,953",$230.68,0.72%,No,No,0.30%,0.38%,15.95%,48.02%,57.87%,"$476,409.00",$0.00,"-$10,877,780.50","-$9,500,589.50","$95,574,854.50","$87,703,707.50",Health & Biotech Equities,2006-11-07,0.40%,Charles Schwab,$1.19,2019-12-23,$0.32,0.52%,16.74,1.02,61,18.31%,35%,15%,1099,$219.22,$233.30,$230.09,$231.08,60.99,B,C+,B+,B+,A,B-,B,5.63,72.83%,52.96%,18.19,0.00%,14.09%
XHE,SPDR S&P Health Care Equipment ETF,Equity,"$588,058,643.00",5.25%,"31,569",$90.15,1.08%,No,No,2.18%,1.44%,12.75%,65.09%,97.00%,"-$15,308,621.00",$0.00,"-$42,220,848.75","-$62,197,480.25","$369,029,095.25","$415,738,721.75",Health & Biotech Equities,2011-01-26,0.35%,N/A,$0.05,2019-12-23,$0.00,0.05%,34.15,1.04,67,20.87%,35%,15%,1099,$85.51,$89.97,$89.65,$90.52,63.39,B,C,A,C,A,A-,B+,5.1,55.85%,41.02%,22.78,0.00%,20.97%
ARKG,ARK Genomic Revolution Multi-Sector ETF,Equity,"$583,989,133.00",12.26%,"186,002",$37.63,1.81%,No,No,3.41%,8.29%,33.43%,104.20%,69.65%,"$42,636,692.00","$16,451,918.00","$30,490,793.00","$158,319,077.00","$459,670,957.50","$465,019,882.00",Health & Biotech Equities,2014-10-31,0.75%,N/A,$1.05,2019-12-27,$1.05,2.86%,0.00,1.96,35,60.26%,35%,15%,1099,$32.30,$37.52,$37.00,$38.09,68.26,N/A,N/A,C,N/A,N/A,N/A,N/A,2.38,0.00%,4.68%,24.57,0.42%,2.82%
PSCH,Invesco S&P SmallCap Health Care ETF,Equity,"$532,239,862.00",6.91%,"23,587",$138.15,0.94%,No,No,0.75%,1.39%,12.70%,76.46%,114.34%,"$13,156,895.00",$0.00,$0.00,"-$332,683,920.00","$272,109,207.00","$271,531,856.00",Health & Biotech Equities,2010-04-07,0.29%,N/A,$0.00,2018-09-24,$0.01,0.00%,40.12,1.23,72,36.24%,35%,15%,1099,$130.00,$139.00,$137.42,$138.60,62.13,B+,B-,A,B-,A-,B-,A-,3.76,22.64%,16.45%,23.9,0.00%,10.52%
LABU,Direxion Daily S&P Biotech Bull 3x Shares,Equity,"$447,895,823.00",7.36%,"1,651,727",$61.73,2.46%,No,3x,1.03%,10.87%,17.07%,26.81%,N/A,"-$67,863,041.50","-$14,784,222.50","-$29,445,504.50","-$268,485,236.50","-$113,787,869.50","$94,858,814.65",Leveraged Equities,2015-05-28,1.12%,N/A,$0.16,2019-12-23,$0.01,0.27%,0.00,5.07,123,19.60%,35%,15%,1099,$45.30,$64.21,$60.64,$62.63,58.98,N/A,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PJP,Invesco Dynamic Pharmaceuticals ETF,Equity,"$372,420,273.00",0.96%,"36,911",$65.34,0.34%,No,No,-1.43%,-1.28%,-1.53%,10.22%,-5.78%,"-$12,807,751.00",$0.00,"-$6,396,510.00","-$80,512,859.00","-$507,035,642.50","-$1,088,677,510.00",Health & Biotech Equities,2005-06-23,0.56%,N/A,$0.50,2019-12-23,$0.16,0.77%,12.39,1.07,30,45.54%,35%,15%,1099,$62.87,$67.28,N/A,N/A,53.67,B,A-,B-,A-,B-,B+,B-,5.15,58.11%,42.20%,28.42,0.00%,33.86%
BBH,VanEck Vectors Biotech ETF,Equity,"$368,477,736.00",3.81%,"15,102",$144.73,0.91%,No,No,1.18%,3.80%,13.05%,28.66%,23.94%,"-$6,619,735.00",$0.00,"-$6,619,735.00","-$88,454,647.50","-$397,443,281.50","-$382,107,417.91",Health & Biotech Equities,2011-12-20,0.35%,N/A,$0.47,2019-12-23,$0.47,0.33%,24.39,1.32,25,59.49%,35%,15%,1099,$131.87,$146.17,$144.28,$145.07,62.48,B-,A-,A,A+,C,C+,C,3.75,22.26%,16.41%,22.22,0.00%,36.38%
IHE,iShares U.S. Pharmaceuticals ETF,Equity,"$352,147,620.00",-0.12%,"16,156",$159.94,-0.21%,No,No,-1.62%,-2.78%,6.92%,8.64%,2.54%,"-$15,548,608.00",$0.00,"$218,355.00","-$60,738,251.50","-$377,679,047.00","-$530,272,833.00",Health & Biotech Equities,2006-05-05,0.42%,N/A,$2.24,2019-12-16,$0.52,1.40%,29.17,1.05,46,75.44%,35%,15%,1099,$159.01,$165.44,$159.69,$160.43,48.91,C+,B,B,C,B,A-,B-,4.71,41.89%,33.82%,26.88,0.00%,7.40%
XPH,SPDR S&P Pharmaceuticals ETF,Equity,"$269,875,931.00",1.77%,"100,306",$46.48,0.37%,No,No,-1.36%,-2.09%,12.13%,12.44%,-20.19%,"$45,183,484.00",$0.00,"$16,521,731.50","$4,605,903.50","-$212,750,611.00","-$512,286,600.80",Health & Biotech Equities,2006-06-19,0.35%,N/A,$0.29,2019-12-23,$0.07,0.63%,11.44,1.37,40,43.75%,35%,15%,1099,$45.40,$47.88,N/A,N/A,55.23,B,B,A-,B,B,A,C+,4.5,36.60%,30.13%,32.41,0.00%,11.49%
PBE,Invesco Dynamic Biotechnology & Genome ETF,Equity,"$233,941,559.00",0.94%,"6,758",$56.37,0.36%,No,No,-1.49%,-1.26%,7.75%,30.52%,7.15%,"-$5,539,690.50",$0.00,$0.00,"-$61,591,729.50","-$64,980,735.00","-$227,994,521.50",Health & Biotech Equities,2005-06-23,0.57%,N/A,$0.00,2018-09-24,$0.00,0.00%,38.97,1.44,30,45.53%,35%,15%,1099,$54.25,$58.06,N/A,N/A,53.51,B-,B,C+,A,B-,A,C+,2.17,13.58%,3.69%,25.1,0.00%,20.81%
SBIO,ALPS Medical Breakthroughs ETF,Equity,"$229,535,181.00",0.63%,"63,524",$42.55,-0.14%,No,No,-1.72%,1.98%,26.52%,72.81%,58.14%,"$4,319,086.50","$2,161,626.50","$4,319,086.50","$433,586.50","$66,749,578.50","$204,027,476.04",Health & Biotech Equities,2014-12-30,0.50%,N/A,$0.02,2019-12-19,$0.02,0.04%,0.00,1.63,70,36.34%,35%,15%,1099,$39.28,$43.86,$42.44,$42.77,56.03,N/A,N/A,B-,N/A,N/A,N/A,N/A,2.93,18.11%,7.75%,27.0,0.00%,4.56%
PTH,Invesco DWA Healthcare Momentum ETF,Equity,"$184,121,398.00",4.08%,"25,260",$99.61,0.47%,No,No,2.51%,4.16%,21.83%,85.42%,74.54%,"-$5,688,017.00","-$9,726,644.00","$4,431,667.00","-$51,306,222.50","$68,665,429.00","$36,954,501.00",Health & Biotech Equities,2006-10-12,0.60%,N/A,$0.00,2013-12-20,$0.03,0.00%,495.74,1.39,49,40.70%,35%,15%,1099,$90.35,$99.89,$99.14,$100.09,67.29,B+,B-,C+,B+,A,B+,A-,4.11,26.42%,21.12%,23.61,0.00%,12.55%
BIB,ProShares Ultra Nasdaq Biotechnology,Equity,"$176,921,409.00",4.32%,"134,302",$64.42,1.54%,No,2x,1.05%,4.92%,15.82%,32.09%,-12.05%,"-$18,262,691.50","-$3,185,246.00","-$5,922,262.00","-$128,406,536.50","-$325,017,117.50","-$260,569,617.50",Leveraged Equities,2010-04-07,0.95%,N/A,$0.00,2010-09-21,$0.09,0.00%,0.00,2.73,213,48.23%,35%,15%,1099,$54.86,$66.38,$63.82,$64.83,59.22,B,A-,B,C+,C+,N/A,N/A,4.28,19.39%,24.06%,22.22,0.09%,27.33%
CURE,Direxion Daily Healthcare Bull 3x Shares,Equity,"$166,543,521.00",5.06%,"88,135",$77.41,1.28%,No,3x,-1.05%,-2.99%,35.44%,135.27%,125.58%,"-$10,968,510.50",$0.00,"-$3,636,638.00","-$49,724,862.50","-$127,147,820.00","-$229,863,571.21",Leveraged Equities,2011-06-15,1.08%,N/A,$0.29,2019-09-24,$0.20,0.38%,24.63,2.66,61,50.33%,35%,15%,1099,$69.18,$81.26,$76.87,$77.84,56.71,A-,A-,A-,B-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PPH,VanEck Vectors Pharmaceutical ETF,Equity,"$165,421,068.00",3.65%,"52,731",$66.52,0.29%,No,No,-1.63%,-0.39%,11.25%,27.53%,8.15%,"-$49,219,392.00","-$3,331,100.00","-$26,697,131.50","-$67,232,924.50","-$189,476,040.00","-$199,862,136.00",Health & Biotech Equities,2011-12-20,0.36%,N/A,$1.14,2019-12-30,$0.17,1.71%,26.16,0.96,26,51.00%,35%,15%,1099,$64.22,$68.01,N/A,N/A,57.47,A-,A-,A-,C+,A+,A,C,5.84,76.98%,59.20%,27.29,0.00%,12.91%
LABD,Direxion Daily S&P Biotech Bear 3x Shares,Equity,"$141,355,205.00",-12.31%,"3,936,971",$10.83,-2.43%,Yes,3x,-1.19%,-13.57%,-52.83%,-89.83%,N/A,"-$18,640,291.00","$7,881,260.00","-$10,947,703.00","$69,537,422.50","$122,902,681.14","$296,580,850.14",Leveraged Equities,2015-05-28,1.11%,N/A,$0.22,2019-12-23,$0.01,1.95%,0.00,-5.70,122,19.89%,35%,15%,1099,$10.02,$15.02,$10.66,$11.03,39.11,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RXL,ProShares Ultra Health Care,Equity,"$136,333,713.00",4.60%,"8,892",$133.13,1.07%,No,2x,-0.05%,-1.01%,25.86%,96.32%,101.32%,"$6,717,590.50",$0.00,"$6,717,590.50","-$12,591,829.00","-$1,046,677.00","-$107,421,177.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.34,2019-12-24,$0.13,0.26%,24.75,1.88,119,46.68%,35%,15%,1099,$122.24,$136.80,$132.85,$133.35,58.60,A-,B,B-,B,B+,N/A,N/A,5.24,46.94%,43.99%,18.94,0.00%,11.43%
XHS,SPDR S&P Health Care Services ETF,Equity,"$105,847,255.00",8.80%,"5,927",$79.01,1.45%,No,No,1.26%,2.91%,13.02%,42.77%,39.80%,"-$1,521,122.20",$0.00,"-$1,521,122.20","-$32,000,344.60","-$24,902,942.60","-$58,059,972.60",Health & Biotech Equities,2011-09-28,0.35%,N/A,$1.72,2019-12-23,$1.59,2.21%,16.52,1.06,49,26.18%,35%,15%,1099,$71.99,$79.27,$78.25,$79.39,67.34,A,C+,A-,A,A-,A+,B,5.8,76.60%,58.05%,21.93,0.00%,2.21%
BTEC,Principal Healthcare Innovators Index ETF,Equity,"$63,001,497.00",5.63%,"2,686",$40.71,0.77%,No,No,1.15%,3.67%,20.94%,53.28%,N/A,$0.00,$0.00,$0.00,"-$3,354,974.50","$38,182,926.50","$44,416,134.00",Health & Biotech Equities,2016-08-19,0.42%,N/A,$0.00,N/A,N/A,0.00%,15.69,1.56,185,28.57%,39%,20%,1099,$37.38,$40.97,$40.37,$40.90,63.45,N/A,N/A,B+,N/A,N/A,N/A,N/A,2.73,16.98%,6.44%,27.73,0.23%,16.41%
YOLO,AdvisorShares Pure Cannabis ETF,Equity,"$47,462,555.00",-4.43%,"67,315",$11.44,-0.26%,No,No,4.57%,-9.21%,N/A,N/A,N/A,"$4,083,621.75",$0.00,"$2,608,894.50","$79,456,253.25","$79,456,253.25","$79,456,253.25",Small Cap Blend Equities,2019-04-17,0.74%,N/A,$0.66,2019-12-27,$0.38,5.78%,0.00,-5.50,30,71.72%,39%,20%,1099,$10.78,$12.51,$11.37,$11.48,46.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHMH,John Hancock Multi-Factor Health Care ETF,Equity,"$42,630,143.00",4.03%,"10,653",$38.75,0.62%,No,No,0.27%,0.53%,14.72%,45.74%,N/A,"-$1,514,071.60",$0.00,"-$1,514,071.60","-$33,878,307.90","$3,857,310.20","$22,251,299.70",Health & Biotech Equities,2015-09-28,0.40%,N/A,$0.91,2019-12-24,$0.24,2.36%,25.40,0.98,112,33.11%,39%,20%,1099,$36.75,$39.17,$38.69,$38.79,61.92,N/A,N/A,B-,N/A,N/A,N/A,N/A,5.18,59.62%,42.70%,19.06,0.00%,12.45%
BBC,Virtus LifeSci Biotech Clinical Trials ETF,Equity,"$38,352,922.00",0.94%,"30,861",$38.41,0.47%,No,No,-0.17%,0.95%,46.99%,79.00%,29.04%,"-$3,786,827.00",$0.00,$0.00,"-$545,801.00","$4,222,373.00","$30,591,796.50",Health & Biotech Equities,2014-12-16,0.79%,N/A,$0.00,2017-12-20,$0.30,0.00%,0.00,1.84,96,16.72%,35%,15%,1099,$35.54,$39.12,$38.30,$38.58,60.14,N/A,N/A,C,N/A,N/A,N/A,N/A,2.69,16.60%,6.18%,27.03,0.00%,1.99%
CNCR,Loncar Cancer Immunotherapy ETF,Equity,"$37,314,090.00",-3.59%,"14,813",$22.60,1.16%,No,No,0.80%,-2.99%,2.17%,-2.30%,N/A,"-$1,160,995.00",$0.00,$0.00,"-$7,073,280.00","$17,043,170.00","$45,910,835.00",Health & Biotech Equities,2015-10-13,0.79%,N/A,$0.00,2017-12-28,$0.35,0.00%,0.00,1.78,26,45.09%,39%,20%,1099,$21.22,$23.12,$22.48,$22.69,50.75,N/A,N/A,C,N/A,N/A,N/A,N/A,3.5,21.51%,13.48%,23.04,0.00%,6.38%
MJJ,Indxx MicroSectors Cannabis ETN,Equity,"$31,334,922.00",2.84%,N/A,$52.29,1.34%,No,No,2.02%,-2.70%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Health & Biotech Equities,2019-12-13,0.70%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,23,77.61%,39%,20%,1099,$50.14,$53.39,$52.29,$52.29,54.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KURE,KraneShares MSCI All China Health Care Index ETF,Equity,"$30,530,628.00",10.72%,"18,790",$25.59,-1.54%,No,No,-0.73%,2.10%,26.46%,N/A,N/A,"$2,498,882.50","$1,275,427.50","$2,498,882.50","-$12,273,309.00","$29,566,274.84","$29,566,274.84",China Equities,2018-02-01,0.65%,N/A,$0.06,2019-12-27,$0.06,0.22%,27.12,1.15,77,42.03%,39%,20%,1099,$22.56,$26.58,$25.40,$25.81,58.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.25,13.74%,4.08%,47.35,0.00%,12.23%
BBP,Virtus LifeSci Biotech Products ETF,Equity,"$27,350,913.00",4.51%,"2,700",$45.49,1.27%,No,No,0.77%,5.33%,8.76%,20.15%,57.26%,"-$2,202,080.00",$0.00,$0.00,"-$3,477,358.00","-$15,989,208.00","$13,382,367.50",Health & Biotech Equities,2014-12-16,0.79%,N/A,$0.00,2017-12-20,$0.07,0.00%,0.00,1.57,45,30.03%,35%,15%,1099,$40.89,$46.30,$45.28,$45.62,60.02,N/A,N/A,C,N/A,N/A,N/A,N/A,2.57,15.09%,5.63%,27.54,0.00%,28.63%
LNGR,Global X Longevity Thematic ETF,Equity,"$27,248,090.00",5.01%,"4,919",$24.74,0.98%,No,No,0.98%,1.50%,16.56%,54.72%,N/A,$0.00,$0.00,$0.00,"$6,527,605.00","$20,049,832.50","$20,049,832.50",Health & Biotech Equities,2016-05-09,0.50%,N/A,$0.20,2019-12-30,$0.14,0.80%,28.29,0.91,99,34.75%,39%,20%,1099,$23.38,$25.03,$24.62,$24.96,60.95,N/A,N/A,C+,N/A,N/A,N/A,N/A,5.74,75.09%,56.41%,24.53,0.00%,27.31%
IDNA,iShares Genomics Immunology and Healthcare ETF,Equity,"$26,946,531.00",0.55%,"4,698",$30.03,0.47%,No,No,0.48%,1.76%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$20,552,869.50","$20,552,869.50","$20,552,869.50",Health & Biotech Equities,2019-06-11,0.47%,N/A,$0.24,2019-12-16,$0.24,0.80%,19.58,2.15,49,44.13%,39%,20%,1099,$28.01,$30.47,$29.97,$30.11,58.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.33,20.00%,11.58%,24.28,0.51%,13.29%
UBIO,ProShares UltraPro Nasdaq Biotechnology,Equity,"$25,930,685.00",5.70%,"44,634",$34.56,2.61%,No,3x,1.86%,6.45%,16.48%,22.21%,N/A,"-$3,259,599.50",$0.00,"-$1,654,573.50","-$11,034,059.00","-$34,243,292.00","$38,742,316.67",Leveraged Equities,2015-06-22,0.95%,N/A,$0.00,N/A,N/A,0.00%,21.60,4.32,213,47.91%,35%,15%,1099,$27.36,$36.06,$34.17,$34.87,58.91,N/A,B+,B+,N/A,N/A,N/A,N/A,4.38,23.47%,25.74%,22.22,0.07%,21.58%
GNOM,Global X Genomics & Biotechnology ETF,Equity,"$21,529,607.00",2.31%,"7,752",$15.97,0.31%,No,No,-0.41%,1.62%,N/A,N/A,N/A,"$797,661.50","$797,661.50","$797,661.50","$17,786,009.00","$17,786,009.00","$17,786,009.00",Health & Biotech Equities,2019-04-05,0.68%,N/A,$0.00,N/A,N/A,0.00%,-21.29,3.38,37,49.60%,N/A,N/A,N/A,$14.61,$16.28,$15.90,$16.04,56.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.68,16.23%,6.14%,30.7,0.00%,21.41%
BIS,ProShares UltraShort Nasdaq Biotechnology,Equity,"$19,416,011.00",-5.67%,"93,763",$12.64,-1.63%,Yes,2x,-1.02%,-5.81%,-24.84%,-53.91%,-66.28%,"-$743,908.50","-$648,730.50","-$743,908.50","-$1,229,038.00","-$11,121,845.50","-$39,777,344.14",Leveraged Equities,2010-04-07,0.95%,N/A,$0.28,2019-12-24,$0.04,2.19%,0.00,-2.84,212,48.57%,35%,15%,1099,$12.12,$14.93,$12.55,$12.77,39.79,C+,A-,C,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEHS,iShares Evolved U.S. Healthcare Staples ETF,Equity,"$13,280,708.00",3.73%,"4,979",$33.19,0.76%,No,No,0.97%,0.01%,16.13%,N/A,N/A,"$3,201,330.00",$0.00,"$1,601,423.50","$7,446,804.50","$7,279,322.50","$7,279,322.50",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.47,2019-12-16,$0.30,1.41%,30.91,0.85,162,48.72%,39%,20%,1099,$31.53,$33.47,$33.12,$33.25,61.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.93,49.81%,37.69%,17.0,0.57%,5.70%
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,Equity,"$13,050,060.00",3.07%,"33,415",$26.05,1.64%,No,3x,-3.96%,-7.05%,0.32%,N/A,N/A,"-$2,690,813.50",$0.00,"-$1,278,122.00","$4,373,037.50","$7,559,799.62","$6,105,535.12",Leveraged Equities,2017-11-15,0.99%,N/A,$0.09,2019-09-24,$0.01,0.37%,23.83,3.34,40,43.34%,39%,20%,1099,$24.29,$28.53,$25.60,$26.29,53.39,N/A,C,B+,N/A,N/A,N/A,N/A,4.59,32.65%,31.83%,32.45,0.00%,9.26%
SLIM,The Obesity ETF,Equity,"$12,811,600.00",11.32%,"3,048",$42.80,-0.09%,No,No,2.48%,5.52%,23.34%,90.15%,N/A,$0.00,$0.00,$0.00,"-$3,405,609.00","$7,215,965.00","$7,215,989.67",Health & Biotech Equities,2016-06-08,0.35%,N/A,$0.22,2019-12-19,$0.01,0.51%,39.01,0.81,42,72.63%,39%,20%,1099,$38.76,$42.98,$42.46,$43.27,68.20,N/A,N/A,B,N/A,N/A,N/A,N/A,6.67,93.58%,80.75%,22.17,0.00%,48.12%
