Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
SKYY,First Trust ISE Cloud Computing Index Fund,Equity,"$2,645,627,894.00",13.73%,"184,676",$68.66,0.64%,No,No,1.00%,5.66%,23.05%,85.05%,139.12%,"$50,325,646.50","$20,383,246.50","$40,483,529.00","$165,571,056.00","$955,593,697.00","$1,107,143,439.13",Technology Equities,2011-07-05,0.60%,N/A,$0.33,2019-12-13,$0.05,0.48%,30.54,1.03,63,37.76%,35%,15%,1099,$63.07,$69.00,$68.40,$68.91,71.21,B-,B,B,A-,B+,C,B,5.79,60.91%,57.65%,18.69,4.20%,8.53%
SOXX,iShares PHLX Semiconductor ETF,Equity,"$2,620,845,825.00",7.01%,"465,698",$268.70,2.52%,No,No,0.97%,2.67%,48.74%,110.78%,199.59%,"$115,644,930.50","$13,330,545.00","-$89,347,685.00","$743,381,321.00","$859,973,414.00","$881,649,434.00",Technology Equities,2001-07-10,0.46%,N/A,$3.10,2019-12-16,$0.86,1.18%,23.10,1.44,31,62.06%,35%,15%,1099,$244.61,$271.14,$266.35,$270.13,60.97,B+,A,B+,A,C+,A-,B-,4.61,26.63%,32.20%,70.43,0.00%,6.13%
FXL,First Trust Technology AlphaDEX Fund,Equity,"$2,567,380,338.00",7.48%,"139,010",$78.00,0.91%,No,No,1.02%,2.35%,23.97%,90.93%,121.83%,"-$11,658,522.00","-$7,735,547.00","-$19,052,525.50","$61,255,209.00","$864,109,086.00","$742,088,669.00",Technology Equities,2007-05-08,0.61%,N/A,$0.27,2019-12-13,$0.05,0.34%,26.45,1.27,102,18.28%,35%,15%,1099,$73.61,$78.25,$77.74,$78.26,63.78,B,A-,C+,A-,B+,C+,A-,4.5,24.36%,30.22%,47.16,1.30%,3.36%
XT,iShares Exponential Technologies ETF,Equity,"$2,558,559,510.00",5.88%,"237,039",$45.28,1.05%,No,No,0.52%,2.34%,24.26%,62.62%,N/A,"-$329,407,949.50","-$258,870,935.00","-$320,700,011.50","-$299,419,124.50","$808,792,989.50","$1,039,931,397.50",Large Cap Growth Equities,2015-03-19,0.47%,N/A,$0.66,2019-12-16,$0.30,1.48%,21.91,1.08,202,7.03%,35%,15%,1099,$42.53,$45.55,$45.13,$45.37,65.01,N/A,N/A,B+,N/A,N/A,N/A,N/A,6.04,68.27%,65.47%,44.48,4.15%,11.04%
ARKK,ARK Innovation ETF,Equity,"$2,447,592,412.00",20.62%,"291,282",$60.37,2.05%,No,No,3.50%,12.13%,33.99%,162.45%,184.18%,"$172,569,826.50","$17,609,246.00","$130,705,311.50","$400,423,104.50","$1,700,240,089.00","$1,708,408,875.50",All Cap Equities,2014-10-31,0.75%,N/A,$0.19,2019-12-27,$0.19,0.32%,0.00,1.70,43,54.17%,35%,15%,1099,$50.29,$60.65,$59.79,$60.84,74.91,N/A,N/A,C,N/A,N/A,N/A,N/A,2.84,5.38%,7.14%,20.8,0.00%,10.98%
IGM,iShares Expanded Tech Sector ETF,Equity,"$2,163,312,000.00",11.70%,"41,176",$270.49,0.97%,No,No,1.16%,5.13%,38.48%,103.45%,166.51%,"$124,313,558.00",$0.00,"$38,881,384.00","$60,684,511.50","$22,469,682.00","$132,263,178.50",Technology Equities,2001-03-13,0.46%,N/A,$1.21,2019-12-16,$0.32,0.45%,28.35,1.20,303,52.65%,35%,15%,1099,$249.18,$271.65,$269.71,$271.18,73.04,A-,B+,B+,B,A,B+,A,5.68,58.07%,54.42%,20.24,8.52%,3.78%
SMH,VanEck Vectors Semiconductor ETF,Equity,"$1,922,030,632.00",7.67%,"3,674,826",$152.25,2.57%,No,No,0.84%,3.30%,50.87%,107.22%,190.52%,"$314,493,367.50","$320,679.00","$129,344,801.00","$570,173,879.50","$731,643,227.50","$944,746,073.11",Technology Equities,2011-12-20,0.35%,N/A,$2.12,2019-12-23,$2.12,1.43%,24.52,1.39,26,65.37%,35%,15%,1099,$138.48,$153.49,$150.99,$153.01,61.12,A-,A,A,A-,B,A,C,5.65,56.94%,53.73%,89.3,0.00%,6.05%
RYT,Invesco S&P 500® Equal Weight Technology ETF,Equity,"$1,898,070,981.00",7.04%,"36,090",$212.00,1.18%,No,No,0.60%,2.12%,29.93%,85.20%,139.87%,"-$51,775,647.50","-$10,523,815.00","-$51,775,647.50","-$68,539,240.50","-$140,005,206.50","-$92,215,499.50",Technology Equities,2006-11-07,0.40%,Charles Schwab,$1.83,2019-12-23,$0.48,0.87%,17.60,1.24,72,16.62%,35%,15%,1099,$199.91,$213.24,$211.20,$212.68,63.41,A-,B+,A-,A,B+,B,B+,5.07,34.56%,40.56%,34.35,2.83%,4.57%
TECL,Direxion Daily Technology Bull 3X Shares,Equity,"$1,620,001,434.00",38.08%,"315,526",$333.80,3.27%,No,3x,2.78%,15.53%,187.71%,439.09%,789.29%,"$120,262,638.50","$16,091,554.50","$62,188,310.50","$11,250,244.00","$185,254,831.00","$106,067,346.00",Leveraged Equities,2008-12-17,1.08%,N/A,$0.62,2019-12-23,$0.11,0.19%,25.96,3.55,72,65.35%,35%,15%,1099,$263.43,$338.76,$329.39,$336.87,68.57,B+,B+,B+,B,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HACK,ETFMG Prime Cyber Security ETF,Equity,"$1,557,698,680.00",7.76%,"216,363",$44.74,0.70%,No,No,0.95%,1.80%,13.14%,51.48%,58.88%,"-$47,501,990.00",$0.00,"-$23,864,500.00","-$237,427,680.00","$65,569,650.00","$836,525,995.00",Technology Equities,2014-11-12,0.60%,N/A,$0.02,2019-06-28,$0.02,0.05%,28.26,1.22,57,32.46%,35%,15%,1099,$42.77,$44.99,$44.52,$44.90,64.87,N/A,N/A,C,N/A,N/A,N/A,N/A,4.84,32.01%,35.94%,14.52,10.83%,1.18%
CIBR,First Trust NASDAQ CEA Cybersecurity ETF,Equity,"$1,462,963,855.00",8.63%,"267,148",$32.62,0.25%,No,No,0.65%,1.97%,17.60%,51.69%,N/A,"$170,919,296.00","$16,207,275.00","$84,669,475.00","$484,477,461.00","$986,091,552.00","$1,153,737,523.00",Technology Equities,2015-07-06,0.60%,N/A,$0.07,2019-12-13,$0.05,0.21%,23.62,1.12,43,48.68%,35%,15%,1099,$31.15,$32.89,$32.55,$32.74,65.45,N/A,N/A,B,N/A,N/A,N/A,N/A,5.47,48.73%,49.14%,15.56,12.05%,5.24%
ROBO,ROBO Global Robotics and Automation Index ETF,Equity,"$1,282,337,942.00",3.26%,"130,666",$43.37,0.63%,No,No,-1.43%,-0.32%,12.42%,38.31%,69.22%,"-$17,085,415.00",$0.00,"-$12,875,015.00","-$189,963,434.00","$826,135,652.00","$956,905,561.50",Global Equities,2013-10-22,0.95%,N/A,$0.16,2019-12-24,$0.16,0.36%,27.51,1.38,89,18.66%,35%,15%,1099,$41.57,$44.36,$43.18,$43.48,54.60,N/A,N/A,C,N/A,N/A,N/A,N/A,5.37,44.76%,46.92%,35.53,6.05%,6.79%
TDIV,First Trust NASDAQ Technology Dividend Index Fund,Equity,"$1,206,701,967.00",5.75%,"98,297",$45.60,0.77%,No,No,-1.41%,1.48%,26.36%,55.50%,82.30%,"$15,115,956.50",$0.00,"$1,968,396.00","$69,492,076.50","$168,539,628.50","$82,352,672.00",Technology Equities,2012-08-14,0.50%,N/A,$0.98,2019-12-13,$0.32,2.17%,17.65,1.12,93,59.26%,35%,15%,1099,$43.54,$46.41,$45.52,$45.65,59.42,A,A-,B,N/A,A,A,B+,4.56,25.21%,31.30%,34.45,0.48%,4.63%
SOXL,Direxion Daily Semiconductor Bull 3x Shares,Equity,"$1,156,972,638.00",18.62%,"794,018",$325.98,7.77%,No,3x,2.86%,5.23%,160.31%,367.48%,819.34%,"$175,281,746.50","-$47,621,943.00","$167,630,787.50","-$262,811,824.50","-$149,653,388.50","-$206,642,938.67",Leveraged Equities,2010-03-11,0.99%,N/A,$1.04,2019-12-23,$0.29,0.34%,25.14,4.41,31,60.25%,35%,15%,1099,$248.52,$335.01,$317.63,$330.74,59.85,B,A-,B,C+,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IPAY,ETFMG Prime Mobile Payments ETF,Equity,"$779,677,735.00",11.42%,"203,897",$55.22,1.49%,No,No,3.08%,4.58%,35.41%,102.31%,N/A,"-$683,940.00","$10,801,800.00","$21,498,020.00","$212,797,565.00","$464,163,335.00","$526,224,070.00",Technology Equities,2015-07-16,0.75%,N/A,$0.00,2018-12-24,$0.23,0.00%,26.25,1.15,40,54.08%,35%,15%,1099,$51.35,$54.97,$54.77,$55.51,68.82,N/A,N/A,C,N/A,N/A,N/A,N/A,4.19,16.15%,22.49%,8.52,0.00%,0.60%
CQQQ,Invesco China Technology ETF,Equity,"$735,451,620.00",9.76%,"183,708",$57.71,0.94%,No,No,0.02%,1.41%,25.95%,43.28%,68.58%,"$103,272,427.50",$0.00,"$69,034,894.50","$99,087,224.00","$602,192,365.00","$586,781,215.50",China Equities,2009-12-08,0.70%,Charles Schwab,$0.00,2019-12-23,$0.01,0.01%,27.54,1.43,91,56.54%,35%,15%,1099,$51.49,$58.75,$57.39,$57.90,60.06,B-,B,C+,A-,C+,A-,B-,2.9,5.95%,7.53%,26.38,0.00%,2.96%
ARKW,ARK Web x.0 ETF,Equity,"$603,830,542.00",24.97%,"159,952",$71.97,1.61%,No,No,3.61%,13.50%,40.24%,183.88%,266.40%,"$9,651,049.00","$24,440,314.50","$74,498,144.50","-$59,334,863.00","$358,427,418.00","$365,895,855.50",Large Cap Growth Equities,2014-09-30,0.76%,N/A,$0.00,2018-12-27,$4.94,0.00%,0.00,1.37,44,46.50%,35%,15%,1099,$60.47,$72.39,$71.57,$72.36,76.86,N/A,N/A,C,N/A,N/A,N/A,N/A,4.08,14.73%,20.69%,14.77,2.00%,12.86%
PNQI,Invesco NASDAQ Internet ETF,Equity,"$566,664,516.00",11.32%,"24,040",$157.43,0.62%,No,No,1.15%,4.26%,20.82%,70.25%,125.98%,"-$29,604,871.00",$0.00,"-$7,436,117.50","-$104,405,317.00","$10,424,057.50","$24,700,199.00",Large Cap Growth Equities,2008-06-12,0.62%,N/A,$0.00,2017-12-18,$0.03,0.00%,35.53,1.20,83,58.44%,35%,15%,1099,$144.99,$158.01,$156.98,$157.86,67.21,B,B,B,A,B,C,A-,3.6,9.07%,14.68%,15.17,7.92%,0.61%
ROM,ProShares Ultra Technology,Equity,"$564,573,592.00",24.64%,"41,498",$198.23,1.95%,No,2x,1.57%,9.27%,98.32%,240.93%,395.08%,"$18,755,959.75","$4,878,416.75","$10,126,684.75","$12,960,570.50","$264,854,191.00","$188,701,441.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.25,2019-12-24,$0.11,0.13%,25.39,2.44,157,67.48%,35%,15%,1099,$169.80,$200.51,$196.89,$199.22,68.91,B+,B,C,B,B+,N/A,N/A,6.49,83.67%,76.31%,20.83,0.48%,3.92%
PSJ,Invesco Dynamic Software ETF,Equity,"$523,800,984.00",7.18%,"34,885",$106.92,0.92%,No,No,1.58%,2.76%,22.39%,109.25%,156.28%,"-$10,375,994.00",$0.00,"-$10,375,994.00","$106,270,888.00","$268,386,966.00","$302,061,340.00",All Cap Equities,2005-06-23,0.58%,N/A,$0.05,2019-12-23,$0.05,0.05%,33.35,1.11,31,48.39%,35%,15%,1099,$100.22,$107.11,$106.53,$107.36,64.54,C+,B-,B-,B-,A-,C,C+,4.82,30.88%,35.64%,16.15,0.00%,5.39%
XSD,SPDR S&P Semiconductor ETF,Equity,"$521,915,593.00",4.83%,"129,065",$111.00,2.34%,No,No,-0.43%,-0.12%,44.63%,86.78%,170.10%,"-$4,890,028.00","$8,291,703.75","-$18,273,304.50","$143,872,148.50","$12,472,734.50","$71,875,293.00",Technology Equities,2006-02-06,0.35%,N/A,$0.54,2019-12-23,$0.16,0.50%,23.96,1.44,37,35.08%,35%,15%,1099,$102.68,$113.22,$110.07,$111.58,57.19,B,A-,A-,A-,C,B-,B,3.9,12.18%,18.46%,82.58,0.00%,9.34%
FINX,Global X FinTech Thematic ETF,Equity,"$511,278,737.00",13.21%,"150,011",$34.39,1.54%,No,No,3.83%,6.57%,29.68%,117.87%,N/A,"-$15,461,400.00",$0.00,"-$23,219,730.50","$103,815,466.00","$396,861,459.50","$398,369,444.42",Technology Equities,2016-09-12,0.68%,N/A,$0.00,2017-12-28,$0.03,0.00%,35.71,1.19,35,59.14%,39%,20%,1099,$31.52,$34.06,$34.11,$34.56,73.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.57,52.41%,51.44%,10.5,0.00%,0.25%
CLOU,Global X Cloud Computing ETF,Equity,"$484,528,181.00",16.40%,"253,753",$18.33,0.71%,No,No,2.80%,6.72%,N/A,N/A,N/A,"-$29,576,450.00","$1,785,595.50","-$6,860,339.00","$403,957,576.50","$403,957,576.50","$403,957,576.50",Technology Equities,2019-04-12,0.68%,N/A,$0.01,2019-12-30,$0.01,0.04%,61.64,1.83,37,45.01%,39%,20%,1099,$16.75,$18.27,$18.28,$18.40,72.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.54,51.27%,50.62%,40.61,1.87%,5.45%
EMQQ,Emerging Markets Internet & Ecommerce ETF,Equity,"$478,228,020.00",8.98%,"94,702",$38.47,1.56%,No,No,0.55%,2.31%,28.38%,46.18%,68.20%,"$41,270,604.50","$9,522,856.00","$17,003,036.00","$27,241,997.00","$408,637,934.50","$429,878,434.50",Emerging Markets Equities,2014-11-12,0.86%,N/A,$0.46,2019-12-24,$0.46,1.20%,23.51,1.34,78,59.47%,35%,15%,1099,$35.04,$38.87,$38.23,$38.60,60.93,B-,B-,C,A,B-,C,C+,4.35,20.40%,25.29%,14.46,0.00%,0.88%
XNTK,NYSE Technology ETF,Equity,"$387,773,755.00",15.87%,"30,737",$94.61,1.72%,No,No,2.22%,8.31%,38.94%,86.57%,146.09%,"-$54,175,681.75","-$4,634,614.50","-$39,349,425.25","-$130,638,239.75","-$470,235,463.50","-$470,235,463.50",Technology Equities,2000-09-29,0.35%,N/A,$0.50,2019-12-23,$0.12,0.54%,23.39,1.28,36,34.28%,39%,20%,1099,$83.27,$94.86,$94.23,$94.86,73.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.49,50.71%,49.58%,40.81,2.72%,6.75%
PSCT,Invesco S&P SmallCap Information Technology ETF,Equity,"$343,619,244.00",-0.41%,"13,598",$95.57,1.00%,No,No,-1.51%,-4.13%,16.48%,30.09%,86.57%,$0.00,$0.00,$0.00,"-$41,809,625.00","-$350,357,705.00","-$182,197,952.50",Technology Equities,2010-04-07,0.29%,N/A,$0.21,2019-12-23,$0.05,0.22%,20.84,1.12,79,26.25%,35%,15%,1099,$93.11,$99.80,$95.19,$95.79,48.76,A-,B,A,A,B-,A-,A,4.3,18.41%,24.38%,47.33,2.79%,4.38%
PSI,Invesco Dynamic Semiconductors ETF,Equity,"$271,370,765.00",9.17%,"41,398",$73.32,2.40%,No,No,0.11%,2.35%,39.78%,87.46%,184.35%,"$16,937,535.50",$0.00,"-$3,472,021.50","$25,340,294.00","-$37,094,356.00","$58,441,114.50",Technology Equities,2005-06-23,0.58%,N/A,$0.35,2019-12-23,$0.09,0.49%,19.81,1.43,31,47.50%,35%,15%,1099,$66.73,$74.31,$72.63,$73.70,61.07,C,C+,B-,B-,C+,C+,C+,3.36,7.37%,11.91%,60.89,0.00%,4.21%
FIVG,Defiance Next Gen Connectivity ETF,Equity,"$261,155,520.00",3.89%,"182,410",$27.23,0.93%,No,No,-0.33%,-0.07%,N/A,N/A,N/A,"$86,455,220.00","$1,354,410.00","$38,314,120.00","$240,223,800.00","$240,223,800.00","$240,223,800.00",Technology Equities,2019-03-04,0.30%,N/A,$0.20,2019-12-26,$0.06,0.73%,25.42,1.72,75,40.79%,39%,20%,1099,$25.42,$27.74,$27.13,$27.31,59.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.15,38.46%,21.87%,57.87,4.80%,4.70%
XSW,SPDR S&P Software & Services ETF,Equity,"$247,506,657.00",10.80%,"25,302",$112.60,0.88%,No,No,2.19%,4.52%,23.30%,93.81%,133.64%,"-$10,893,514.40","-$1,101,330.70","-$5,508,918.50","$32,192,493.70","$114,660,199.20","$133,337,511.70",Technology Equities,2011-09-28,0.35%,N/A,$0.12,2019-12-23,$0.04,0.11%,24.93,1.14,165,8.28%,35%,15%,1099,$104.46,$112.47,$112.21,$112.95,70.18,A,C,A,A,A-,A,A,4.64,27.20%,32.60%,12.79,4.54%,3.00%
PTF,Invesco DWA Technology Momentum ETF,Equity,"$225,884,431.00",14.68%,"27,123",$88.61,1.97%,No,No,3.14%,6.23%,39.61%,104.62%,121.33%,"-$69,803,660.00","-$4,296,117.50","-$56,166.50","$42,069,928.00","-$13,177,255.50","$79,061,176.50",Technology Equities,2006-10-12,0.60%,N/A,$0.00,2018-09-24,$0.00,0.00%,73.17,1.17,44,37.41%,35%,15%,1099,$79.67,$87.91,$87.80,$89.15,70.24,B,B-,B,B+,B+,B,B+,4.32,18.98%,24.85%,23.53,3.73%,2.17%
SOXS,Direxion Daily Semiconductor Bear 3x Shares,Equity,"$180,327,519.00",-22.85%,"4,280,531",$16.27,-7.82%,Yes,3x,-3.50%,-11.48%,-78.21%,-96.07%,-99.30%,"$8,952,054.00","$15,995,267.50","-$27,578,018.00","$269,920,525.79","$426,954,182.48","$514,117,967.58",Leveraged Equities,2010-03-11,1.08%,N/A,$0.34,2019-12-23,$0.06,1.90%,0.00,-4.05,30,62.28%,35%,15%,1099,$15.72,$22.03,$15.99,$16.75,37.91,B-,B+,B,B+,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNSR,Global X Internet of Things Thematic ETF,Equity,"$159,594,285.00",4.26%,"79,066",$24.59,1.24%,No,No,0.80%,1.80%,32.93%,46.55%,N/A,"$2,403,856.50",$0.00,"$1,177,581.00","$48,351,772.50","$101,249,921.00","$121,284,294.96",Technology Equities,2016-09-12,0.68%,N/A,$0.26,2019-12-30,$0.18,1.09%,21.34,1.29,51,55.01%,39%,20%,1099,$22.97,$24.79,$24.43,$24.71,60.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,40.79%,45.21%,59.38,1.76%,13.73%
IEUS,iShares MSCI Europe Small-Cap ETF,Equity,"$150,420,807.00",-0.15%,"9,585",$55.67,0.58%,No,No,-0.02%,-0.01%,17.27%,32.23%,42.55%,"$2,762,727.50",$0.00,$0.00,"-$20,641,438.50","$56,985,265.50","$101,511,115.00",Europe Equities,2007-11-12,0.40%,N/A,$2.25,2019-12-16,$0.57,4.06%,16.07,0.93,973,5.37%,35%,15%,1099,$53.70,$56.09,$55.62,$55.72,57.56,A,B-,A-,A-,A-,B,A,6.72,11.87%,81.64%,123.44,3.93%,8.96%
SOCL,Global X Social Media Index ETF,Equity,"$131,704,642.00",7.02%,"18,687",$37.07,0.60%,No,No,0.14%,0.27%,18.81%,53.58%,102.47%,"-$7,287,644.50",$0.00,"-$5,424,091.50","-$24,804,622.00","$5,334,388.50","-$17,436,499.00",Large Cap Growth Equities,2011-11-14,0.65%,2 Platforms,$0.00,2017-12-28,$0.49,0.00%,31.45,0.98,42,68.82%,35%,15%,1099,$35.09,$37.59,$36.99,$37.16,58.69,C+,B-,B-,C+,C+,B+,C+,3.59,8.78%,14.57%,16.64,0.00%,0.84%
USD,ProShares Ultra Semiconductors,Equity,"$115,643,739.00",18.97%,"37,426",$73.39,5.34%,No,2x,3.86%,8.95%,92.66%,204.54%,375.85%,"-$44,528.75",$0.00,"-$58,830.00","$16,269,302.25","$9,936,861.00","$24,109,133.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.45,2019-12-24,$0.13,0.63%,21.72,2.67,30,82.36%,35%,15%,1099,$60.23,$73.37,$71.88,$74.15,63.98,B,B-,C,B-,B,N/A,N/A,4.18,14.29%,22.31%,52.52,0.00%,4.51%
ITEQ,BlueStar Israel Technology ETF,Equity,"$106,301,250.00",9.50%,"17,624",$47.35,1.63%,No,No,1.16%,0.53%,30.21%,75.91%,N/A,"$9,213,115.00",$0.00,"$4,648,045.00","$29,745,535.00","$71,473,170.00","$75,192,865.00",Technology Equities,2015-11-03,0.75%,N/A,$0.01,2019-09-20,$0.01,0.02%,28.68,0.98,61,60.57%,39%,20%,1099,$45.25,$47.50,$47.05,$47.52,66.10,N/A,N/A,C,N/A,N/A,N/A,N/A,4.23,16.71%,23.18%,31.15,6.33%,7.43%
