Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
HDGE,AdvisorShares Ranger Equity Bear ETF,Equity,"$119,473,365.00",-4.48%,"274,334",$5.12,-0.97%,Yes,No,0.59%,-0.78%,-27.34%,-42.03%,-53.40%,"$14,764,124.50","$1,017,866.00","$10,574,679.50","$33,230,337.00","$41,751,404.00","$125,764,895.50",Inverse Equities,2011-01-26,3.12%,N/A,$0.01,2019-12-27,$0.01,0.23%,0.00,-1.22,71,160.73%,35%,15%,1099,$5.04,$5.41,$5.09,$5.15,39.41,C+,A-,C,C,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INCO,Columbia India Consumer ETF,Equity,"$98,551,638.00",0.77%,"9,956",$42.54,0.35%,No,No,-1.56%,-0.83%,7.92%,19.98%,15.67%,"-$4,308,997.00","-$2,145,855.00","-$4,308,997.00","-$34,466,564.00","$1,884,078.00","$26,299,627.50",Asia Pacific Equities,2011-08-10,0.75%,N/A,$0.12,2019-12-20,$0.12,0.28%,32.96,0.36,31,51.41%,35%,15%,1099,$42.22,$43.64,N/A,N/A,48.80,C,C+,C,C+,C+,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A
ESPO,VanEck Vectors Video Gaming and eSports ETF,Equity,"$98,125,521.00",12.50%,"36,273",$42.87,1.73%,No,No,3.68%,6.30%,47.63%,N/A,N/A,"$32,008,893.50","$10,312,507.50","$12,261,279.00","$70,451,701.00","$77,477,653.00","$77,477,653.00",Large Cap Growth Equities,2018-10-16,0.55%,N/A,$0.08,2019-12-23,$0.08,0.20%,25.59,0.75,26,62.97%,39%,20%,1099,$38.24,$42.56,$42.63,$42.99,71.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.1,47.06%,41.04%,17.05,3.31%,2.89%
RTH,VanEck Vectors Retail ETF,Equity,"$91,608,151.00",5.72%,"11,052",$126.98,0.18%,No,No,0.49%,4.25%,23.56%,65.58%,80.58%,"-$18,029,033.50",$0.00,"-$11,977,190.00","-$24,815,279.00","-$4,315,473.50","-$216,653,071.00",Consumer Discretionary Equities,2011-12-20,0.35%,N/A,$1.09,2019-12-23,$1.09,0.86%,25.62,0.94,26,72.54%,35%,15%,1099,$117.51,$128.06,$126.83,$127.17,72.95,B+,A-,A-,B-,A,A,C,6.09,73.95%,66.81%,19.72,19.57%,0.41%
RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Equity,"$83,096,010.00",-0.42%,"10,127",$110.77,0.54%,No,No,-0.45%,-0.84%,9.66%,26.78%,31.63%,"-$21,645,698.00",$0.00,"-$16,061,551.50","-$10,618,189.00","-$11,548,097.50","-$85,568,324.50",Consumer Discretionary Equities,2006-11-07,0.40%,Charles Schwab,$1.76,2019-12-23,$0.50,1.60%,14.09,1.08,65,18.45%,35%,15%,1099,$107.48,$112.26,$110.67,$110.93,52.77,B+,B-,A-,A-,A-,B+,B,4.85,40.34%,36.10%,73.85,7.70%,1.76%
PBS,Invesco Dynamic Media ETF,Equity,"$44,822,700.00",5.35%,"7,894",$35.83,0.56%,No,No,0.94%,0.65%,11.25%,31.62%,39.20%,$0.00,$0.00,$0.00,"-$21,751,445.50","-$83,898,174.00","-$105,170,425.50",All Cap Equities,2005-06-23,0.63%,Charles Schwab,$0.14,2019-12-23,$0.09,0.40%,19.26,1.06,31,48.67%,35%,15%,1099,$34.13,$36.10,$35.76,$35.96,61.68,B+,A,B,A,B,C+,B-,3.56,15.97%,14.22%,10.47,0.00%,0.19%
PEJ,Invesco Dynamic Leisure and Entertainment ETF,Equity,"$42,325,331.00",-1.37%,"10,082",$44.50,0.29%,No,No,-0.40%,-0.20%,3.42%,10.31%,21.82%,$0.00,$0.00,$0.00,"-$51,194,662.00","-$109,944,777.50","-$134,899,993.50",All Cap Equities,2005-06-23,0.63%,N/A,$0.18,2019-12-23,$0.07,0.40%,17.24,0.94,31,46.10%,35%,15%,1099,$42.86,$45.10,$44.45,$44.61,52.59,B-,B+,B-,B,B+,C+,C+,3.79,21.01%,16.86%,255.69,3.96%,2.68%
JHMC,John Hancock Multi-Factor Consumer Discretionary ETF,Equity,"$42,170,192.00",4.27%,"3,037",$37.33,0.67%,No,No,0.69%,2.75%,19.48%,42.26%,N/A,"-$1,793,905.00",$0.00,$0.00,"-$8,177,652.90","$1,782,396.40","$21,423,300.40",Consumer Discretionary Equities,2015-09-28,0.40%,N/A,$0.41,2019-12-24,$0.23,1.10%,21.70,1.10,112,32.26%,39%,20%,1099,$35.13,$37.48,$37.28,$37.44,65.22,N/A,C+,C+,N/A,N/A,C,N/A,4.57,37.82%,31.47%,62.85,10.02%,2.61%
ONLN,ProShares Online Retail ETF,Equity,"$28,467,147.00",8.88%,"13,837",$39.50,-1.00%,No,No,-1.27%,2.14%,9.54%,N/A,N/A,"-$800,548.20","-$800,548.20","-$800,548.20","-$6,836,075.40","$22,259,531.60","$22,259,531.60",Consumer Discretionary Equities,2018-07-13,0.58%,N/A,$0.00,N/A,N/A,0.00%,26.97,1.62,25,74.43%,39%,20%,1099,$36.89,$40.24,N/A,N/A,61.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.87,11.90%,17.99%,8.04,24.04%,0.30%
UCC,ProShares Ultra Consumer Services,Equity,"$26,401,340.00",11.15%,"1,627",$131.85,0.86%,No,2x,0.85%,7.54%,38.62%,107.19%,153.33%,$0.00,$0.00,$0.00,"-$2,333,430.00","-$10,307,002.50","-$2,831,002.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.20,2019-12-24,$0.09,0.16%,24.87,2.09,157,59.08%,35%,15%,1099,$114.45,$133.75,$131.75,$132.05,70.14,B,C+,C+,B,A-,N/A,N/A,4.7,38.78%,33.62%,61.34,16.19%,0.33%
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,Equity,"$25,661,412.00",3.58%,"13,629",$57.06,1.04%,No,No,1.84%,2.11%,6.08%,32.60%,27.77%,"-$33,193,425.00",$0.00,"-$2,740,195.00","-$9,273,801.50","-$8,127,348.50","-$25,565,149.00",Consumer Discretionary Equities,2006-10-12,0.60%,N/A,$0.00,2019-12-23,$0.00,0.01%,27.90,1.05,41,36.27%,35%,15%,1099,$54.10,$56.78,$56.79,$57.28,62.48,B,C+,B,B,B,B,B,3.99,23.53%,19.63%,28.32,2.25%,3.13%
BJK,VanEck Vectors Gaming ETF,Equity,"$25,265,874.00",1.17%,"7,463",$42.24,0.86%,No,No,-1.22%,0.12%,16.47%,32.09%,22.92%,"-$2,108,887.50",$0.00,$0.00,"-$5,837,362.00","$3,047,288.00","-$6,349,520.50",Consumer Discretionary Equities,2008-01-22,0.66%,N/A,$1.23,2019-12-23,$1.23,2.94%,23.57,1.29,43,55.87%,35%,15%,1099,$39.30,$42.88,$42.11,$42.32,56.13,B,B,C+,B,B-,A+,B,4.18,27.73%,22.27%,87.05,93.14%,0.00%
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Equity,"$22,456,952.00",0.51%,976,$64.07,0.79%,No,No,0.95%,-1.89%,2.88%,28.27%,28.15%,$0.00,$0.00,$0.00,"-$58,477,513.50","-$52,662,341.00","-$80,605,305.00",Consumer Discretionary Equities,2010-04-07,0.29%,N/A,$0.58,2019-12-23,$0.26,0.91%,14.31,1.03,93,28.48%,35%,15%,1099,$61.97,$65.46,$63.98,$64.12,53.43,B+,B-,A,A,B,B-,A-,4.01,25.21%,19.89%,39.56,3.55%,4.33%
BFIT,Global X Health & Wellness Thematic ETF,Equity,"$20,925,826.00",-3.89%,"18,092",$20.92,0.72%,No,No,-0.24%,-5.07%,10.75%,46.24%,N/A,"-$6,494,053.00",$0.00,"-$2,092,976.00","$1,704,467.00","$11,516,415.50","$11,516,415.50",Consumer Discretionary Equities,2016-05-09,0.50%,N/A,$0.12,2019-12-30,$0.05,0.60%,23.35,0.74,57,41.30%,39%,20%,1099,$20.22,$21.89,$20.87,$21.01,45.91,N/A,N/A,B+,N/A,N/A,N/A,N/A,5.15,56.98%,42.06%,35.06,0.00%,9.31%
CARZ,First Trust NASDAQ Global Auto Index Fund,Equity,"$19,567,189.00",5.37%,"3,838",$35.58,1.51%,No,No,1.02%,3.93%,8.68%,6.50%,0.23%,$0.00,$0.00,$0.00,"-$1,590,086.00","-$131,280.00","-$7,076,834.50",Consumer Discretionary Equities,2011-05-09,0.70%,N/A,$1.09,2019-12-13,$0.30,3.11%,9.77,1.07,33,66.84%,35%,15%,1099,$32.62,$36.01,$35.43,$35.78,59.71,C+,B,C,A+,C+,C,B-,2.01,15.62%,3.02%,29.86,0.00%,7.97%
HERO,Global X Video Games & Esports ETF,Equity,"$17,933,199.00",9.94%,"19,345",$18.00,1.81%,No,No,2.13%,4.20%,N/A,N/A,N/A,"$15,562,798.50",$0.00,"$14,731,093.50","$15,562,798.50","$15,562,798.50","$15,562,798.50",Large Cap Growth Equities,2019-10-25,0.50%,N/A,$0.03,2019-12-30,$0.03,0.16%,29.79,1.56,41,55.81%,39%,20%,1099,$16.63,$17.99,$17.91,$18.12,65.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.8,53.85%,35.36%,18.37,4.13%,1.61%
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Equity,"$14,096,909.00",2.67%,"13,552",$16.49,-0.06%,No,No,-1.55%,1.10%,N/A,N/A,N/A,"$1,627,422.50",$0.00,$0.00,"$10,346,947.50","$10,346,947.50","$10,346,947.50",Global Equities,2019-06-04,0.25%,N/A,$0.05,2019-12-27,$0.05,0.30%,14.53,1.86,26,53.20%,39%,20%,1099,$15.65,$16.87,$16.40,$16.63,55.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEDI,iShares Evolved U.S. Discretionary Spending ETF,Equity,"$13,082,780.00",4.56%,"7,400",$32.72,0.40%,No,No,0.54%,2.66%,22.02%,N/A,N/A,"-$1,565,440.50",$0.00,$0.00,"$6,069,285.00","$7,269,672.50","$7,269,672.50",Consumer Discretionary Equities,2018-03-21,0.18%,N/A,$0.49,2019-12-16,$0.24,1.51%,27.39,0.92,224,53.43%,39%,20%,1099,$30.92,$32.87,$32.70,$32.75,68.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.93,71.43%,61.84%,39.03,13.60%,2.76%
RETL,Direxion Daily Retail Bull 3X Shares,Equity,"$11,813,319.00",-7.33%,"31,035",$26.23,0.81%,No,3x,0.05%,-3.21%,-15.27%,-24.35%,-12.95%,"-$6,713,767.00",$0.00,"-$1,266,631.50","-$8,305,030.50","-$18,812,003.00","-$26,805,508.50",Leveraged Equities,2010-07-14,0.99%,N/A,$0.26,2019-12-23,$0.01,0.99%,15.89,3.03,88,16.46%,35%,15%,1099,$23.43,$27.32,$25.61,$26.63,51.68,A,B+,A-,B+,B,N/A,N/A,4.31,20.41%,24.61%,22.46,1.00%,0.51%
EWEM,Invesco MSCI Emerging Markets Equal Country Weight ETF,Equity,"$9,404,280.00",-2.50%,"1,136",$31.28,0.00%,No,No,1.06%,-4.16%,1.58%,12.88%,6.17%,"-$3,096,757.00",$0.00,"-$3,096,757.00","-$3,096,757.00","-$3,059,026.00","-$3,059,026.00",Building & Construction ,2010-12-03,0.70%,Charles Schwab,$0.93,2020-02-12,$0.04,2.96%,12.71,0.75,4,100.00%,35%,15%,1099,$30.39,$32.44,$31.22,$31.32,47.66,B+,C+,C+,B,A-,B-,A-,4.64,58.29%,32.61%,398.55,4.13%,3.58%
PMR,Invesco Dynamic Retail ETF,Equity,"$8,266,394.00",-1.62%,923,$41.37,0.10%,No,No,2.51%,-1.71%,13.23%,19.89%,8.30%,$0.00,$0.00,$0.00,"$44,282.50","-$14,487,317.50","-$13,577,786.50",Consumer Discretionary Equities,2005-10-26,0.63%,N/A,$0.29,2020-02-12,$0.06,0.70%,15.60,0.92,31,48.41%,35%,15%,1099,$40.19,$42.42,$41.23,$41.44,49.64,B,B,B-,B-,A-,A,C+,4.43,33.61%,26.79%,23.38,0.00%,1.16%
WANT,Direxion Daily Consumer Discretionary Bull 3X Shares,Equity,"$8,190,873.00",16.12%,"8,894",$41.00,1.59%,No,3x,0.51%,10.77%,59.80%,N/A,N/A,$0.00,$0.00,$0.00,"$3,155,697.50","$3,155,697.50","$3,155,697.50",Leveraged Equities,2018-11-29,0.98%,N/A,$0.23,2019-12-23,$0.03,0.56%,24.06,3.20,65,65.87%,39%,20%,1099,$33.17,$42.11,$40.90,$41.19,68.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.17,44.90%,42.51%,45.77,17.19%,0.46%
IEME,iShares Evolved U.S. Media and Entertainment ETF,Equity,"$7,069,852.00",2.67%,"4,532",$28.29,0.64%,No,No,0.79%,0.51%,12.70%,N/A,N/A,$0.00,$0.00,$0.00,"$1,361,073.00","$2,566,930.50","$2,566,930.50",All Cap Equities,2018-03-21,0.18%,N/A,$1.25,2019-12-16,$1.06,4.46%,20.63,0.96,89,46.95%,39%,20%,1099,$26.85,$28.41,$28.20,$28.36,60.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.89,5.67%,7.49%,21.53,1.18%,0.45%
EBIZ,Global X E-commerce ETF,Equity,"$6,868,084.00",6.54%,"4,944",$19.61,0.15%,No,No,-0.41%,0.69%,19.34%,N/A,N/A,"$26,091.00",$0.00,"$26,091.00","$4,453,423.50","$4,453,423.50","$4,453,423.50",Global Equities,2018-11-27,0.50%,N/A,$0.03,2019-12-30,$0.03,0.17%,39.45,1.42,40,45.42%,39%,20%,1099,$18.47,$19.87,$19.59,$19.66,60.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.68,0.00%,15.59%,13.78,3.80%,0.15%
FTXD,First Trust Nasdaq Retail ETF,Equity,"$4,971,711.00",1.10%,"4,364",$24.91,0.85%,No,No,1.07%,0.89%,12.64%,31.18%,N/A,"-$3,685,991.50",$0.00,$0.00,"-$3,746,382.50","$2,373,594.50","$2,386,552.00",Consumer Discretionary Equities,2016-09-21,0.60%,N/A,$0.29,2019-12-13,$0.07,1.15%,18.97,0.88,48,55.58%,39%,20%,1099,$23.88,$25.07,$24.91,$24.91,57.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.66,38.66%,32.96%,27.97,0.38%,0.86%
XBUY,Amplify International Online Retail ETF,Equity,"$2,122,657.00",0.61%,481,$28.35,1.21%,No,No,-1.64%,-0.81%,11.07%,N/A,N/A,$0.00,$0.00,$0.00,"-$662,177.50","-$662,177.50","-$662,177.50",Global Equities,2019-01-30,0.69%,N/A,$0.01,2019-12-30,$0.01,0.04%,11.58,1.25,54,27.38%,39%,20%,1099,$26.99,$28.97,$28.30,$28.38,53.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASS,Direxion Daily Consumer Discretionary Bear 3X Shares,Equity,"$1,138,890.00",-15.17%,"2,871",$11.37,-1.64%,Yes,3x,-0.33%,-10.59%,-45.73%,N/A,N/A,$0.00,$0.00,$0.00,"$866,343.50","-$293,253.00","-$293,253.00",Leveraged Equities,2018-11-29,1.08%,N/A,$0.38,2019-12-23,$0.02,3.32%,0.00,-2.88,64,66.49%,39%,20%,1099,$10.96,$14.07,$11.30,$11.42,31.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCC,ProShares Ultra Short Consumer Services,Equity,"$721,719.00",-11.66%,939,$11.55,-0.94%,Yes,2x,-0.98%,-8.17%,-32.10%,-63.15%,-75.05%,$0.00,$0.00,$0.00,"$90,646.00","$104,735.25","-$2,170,121.85",Leveraged Equities,2007-01-30,0.95%,N/A,$0.35,2019-12-24,$0.04,2.99%,0.00,-1.94,156,51.73%,35%,15%,1099,$11.31,$13.45,$11.55,$11.55,29.31,B-,C+,B-,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
